ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Medium I-a Polarized Armor Regenerator,"9,999,999.00","1,000,000.00","8,999,999.00",90.00,1.00,"8,999,999.00",0.00,,
Medium Inefficient Armor Repair Unit,"1,999,999.00","999,999.90","999,999.10",50.00,9.00,"8,999,992.00",7.39,,
Medium 'Accommodation' Vestment Reconstructer I,"95,999,900.00","87,000,000.00","8,999,904.00",9.37,1.00,"8,999,904.00",20.00,,
Medium Automated Carapace Restoration,"9,000,000.00","59,999.94","8,940,000.00",99.33,1.00,"8,940,000.00",0.00,,
Large I-a Polarized Armor Regenerator,"9,812,318.00","900,000.00","8,912,318.00",90.83,1.00,"8,912,318.00",50.00,,
Large Inefficient Armor Repair Unit,"10,000,000.00","1,088,000.00","8,912,000.00",89.12,1.00,"8,912,000.00",56.25,,
Large 'Accommodation' Vestment Reconstructer I,"10,000,000.00","1,099,900.00","8,900,100.00",89.00,1.00,"8,900,100.00",0.00,,
Large Automated Carapace Restoration,"17,900,000.00","8,999,986.00","8,900,014.00",49.72,1.00,"8,900,014.00",7.23,,
Small Compact Pb-Acid Cap Battery,"3,999.98",800.00,"3,199.98",80.00,"2,775.00","8,879,944.00",0.50,,
Medium F-RX Prototype Capacitor Boost,"9,000,000.00","155,000.00","8,845,000.00",98.28,1.00,"8,845,000.00",0.00,,
Medium Brief Capacitor Overcharge I,"85,000.00","70,000.00","15,000.00",17.65,588.00,"8,820,000.00",0.00,,
Medium Electrochemical Capacitor Booster I,"79,000,000.00","70,184,440.00","8,815,560.00",11.16,1.00,"8,815,560.00",50.00,,
Medium Tapered Capacitor Infusion I,"15,199,000.00","10,800,000.00","4,398,998.00",28.94,2.00,"8,797,996.00",25.00,,
Large Compact Pb-Acid Cap Battery,"9,990,000.00","1,200,000.00","8,790,000.00",87.99,1.00,"8,790,000.00",57.14,,
Micro F-RX Prototype Capacitor Boost,"36,000,000.00","27,250,000.00","8,749,998.00",24.31,1.00,"8,749,998.00",36.19,,
Micro Brief Capacitor Overcharge I,"18,749,000.00","10,000,000.00","8,748,998.00",46.66,1.00,"8,748,998.00",48.15,,
Micro Electrochemical Capacitor Booster I,"16,793,640.00","8,046,489.00","8,747,155.00",52.09,1.00,"8,747,155.00",30.00,,
Micro Tapered Capacitor Infusion I,"17,999,960.00","9,256,911.00","8,743,047.00",48.57,1.00,"8,743,047.00",27.50,,
Small F-RX Prototype Capacitor Boost,"40,700,000.00","36,330,100.00","4,369,900.00",10.74,2.00,"8,739,800.00",40.00,,
Small Brief Capacitor Overcharge I,"103,000,000.00","94,287,300.00","8,712,704.00",8.46,1.00,"8,712,704.00",0.00,,
Small Electrochemical Capacitor Booster I,"32,000,000.00","23,297,000.00","8,703,002.00",27.20,1.00,"8,703,002.00",16.67,,
Small Tapered Capacitor Infusion I,"9,666,666.00","1,000,000.00","8,666,666.00",89.66,1.00,"8,666,666.00",18.75,,
Heavy F-RX Prototype Capacitor Boost,"10,000,000.00","5,673,985.00","4,326,015.00",43.26,2.00,"8,652,030.00",0.00,,
Heavy Brief Capacitor Overcharge I,"60,000.00","37,079.00","22,921.00",38.20,376.00,"8,618,296.00",60.35,,
Heavy Electrochemical Capacitor Booster I,"20,000,000.00","11,400,000.00","8,600,005.00",43.00,1.00,"8,600,005.00",0.00,,
Heavy Tapered Capacitor Infusion I,"13,000,000.00","4,399,997.00","8,600,002.00",66.15,1.00,"8,600,002.00",0.00,,
Small Partial E95a Remote Capacitor Transmitter,"41,200,000.00","32,690,680.00","8,509,318.00",20.65,1.00,"8,509,318.00",22.92,,
Small Murky Remote Capacitor Transmitter,"3,000,000.00","164,999.00","2,835,001.00",94.50,3.00,"8,505,003.00",3.33,,
Small 'Regard' Remote Capacitor Transmitter,"12,500,000.00","3,999,800.00","8,500,199.00",68.00,1.00,"8,500,199.00",0.00,,
Small Asymmetric Remote Capacitor Transmitter,"67,750,000.00","63,499,900.00","4,250,096.00",6.27,2.00,"8,500,192.00",9.30,,
Small Knave Scoped Energy Nosferatu,"17,900,000.00","9,399,957.00","8,500,041.00",47.49,1.00,"8,500,041.00",8.33,,
Small Ghoul Compact Energy Nosferatu,"5,000,000.00","749,993.30","4,250,007.00",85.00,2.00,"8,500,013.00",0.00,,
Gatling Modal Laser I,"10,000,000.00","1,500,000.00","8,500,000.00",85.00,1.00,"8,500,000.00",16.67,,
Gatling Afocal Maser I,"22,500,000.00","14,000,000.00","8,500,000.00",37.78,1.00,"8,500,000.00",9.09,,
Gatling Modulated Energy Beam I,"900,000.00","334,196.10","565,803.90",62.87,15.00,"8,487,059.00",5.49,,
Gatling Anode Particle Stream I,"26,450,000.00","22,222,220.00","4,227,778.00",15.98,2.00,"8,455,556.00",29.63,,
Dual Modal Pulse Laser I,"8,777,666.00","349,999.90","8,427,666.00",96.01,1.00,"8,427,666.00",0.00,,
Dual Afocal Pulse Maser I,"1,345,000.00","696,995.00","648,005.00",48.18,13.00,"8,424,065.00",9.20,,
Dual Modulated Pulse Energy Beam I,"9,990,991.00","1,569,887.00","8,421,104.00",84.29,1.00,"8,421,104.00",0.00,,
Dual Anode Pulse Particle Stream I,"35,000,000.00","26,599,700.00","8,400,300.00",24.00,1.00,"8,400,300.00",0.00,,
Single Diode Basic Mining Laser,"20,000,000.00","17,900,010.00","2,099,988.00",10.50,4.00,"8,399,952.00",25.00,,
EP-S Gaussian Scoped Mining Laser,"21,000.00","15,340.00","5,660.00",26.95,"1,480.00","8,376,800.00",37.48,,
Particle Bore Compact Mining Laser,"6,899.85","4,999.98","1,899.87",27.53,"4,402.00","8,363,228.00",64.22,,
F-23 Compact Remote Sensor Booster,"4,500.00",950.00,"3,550.00",78.89,"2,354.00","8,356,700.00",0.58,,
Coadjunct Scoped Remote Sensor Booster,"4,398.78","1,394.99","3,003.79",68.29,"2,780.00","8,350,536.00",69.49,,
Linked Enduring Remote Sensor Booster,"80,000,000.00","71,689,930.00","8,310,072.00",10.39,1.00,"8,310,072.00",35.29,,
LFT Enduring Sensor Dampener,"17,100,000.00","8,800,000.00","8,299,998.00",48.54,1.00,"8,299,998.00",4.24,,
Kapteyn Compact Sensor Dampener,"3,000,000.00","239,882.10","2,760,118.00",92.00,3.00,"8,280,354.00",4.17,,
Phased Muon Scoped Sensor Dampener,"1,986,000.00","1,069,999.00","916,001.00",46.12,9.00,"8,244,009.00",18.52,,
Baker Nunn Enduring Tracking Disruptor I,"16,000,000.00","7,777,777.00","8,222,223.00",51.39,1.00,"8,222,223.00",25.00,,
Balmer Series Compact Tracking Disruptor I,"3,000,000.00","2,487,000.00","513,000.00",17.10,16.00,"8,208,000.00",28.06,,
C-IR Compact Guidance Disruptor,"15,000,000.00","6,799,998.00","8,200,002.00",54.67,1.00,"8,200,002.00",10.00,,
DDO Scoped Tracking Disruptor I,"15,000,000.00","6,800,000.00","8,200,000.00",54.67,1.00,"8,200,000.00",0.00,,
F-293 Scoped Remote Tracking Computer,"12,996,000.00","4,800,000.00","8,196,000.00",63.07,1.00,"8,196,000.00",0.00,,
P-S Compact Remote Tracking Computer,"4,792.99",505.21,"4,287.78",89.46,"1,904.00","8,163,934.00",36.80,,
Alfven Enduring Remote Tracking Computer,"4,999,999.00","921,000.00","4,078,999.00",81.58,2.00,"8,157,998.00",80.39,,
Deluge Enduring Burst Jammer,"17,000,000.00","8,860,000.00","8,140,000.00",47.88,1.00,"8,140,000.00",0.00,,
Rash Compact Burst Jammer,"9,817,863.00","1,679,998.00","8,137,865.00",82.89,1.00,"8,137,865.00",0.00,,
Cetus Scoped Burst Jammer,"42,234,540.00","34,123,440.00","8,111,092.00",19.20,1.00,"8,111,092.00",28.57,,
J5 Enduring Warp Disruptor,"8,999.99","1,037.98","7,962.01",88.47,"1,018.00","8,105,326.00",0.00,,
Faint Scoped Warp Disruptor,"14,999,990.00","6,898,884.00","8,101,104.00",54.01,1.00,"8,101,104.00",16.67,,
Initiated Compact Warp Disruptor,"9,000,000.00","900,000.00","8,100,000.00",90.00,1.00,"8,100,000.00",0.00,,
J5b Enduring Warp Scrambler,"38,000,000.00","29,900,300.00","8,099,700.00",21.32,1.00,"8,099,700.00",17.65,,
Faint Epsilon Scoped Warp Scrambler,"9,750,000.00","1,687,990.00","8,062,010.00",82.69,1.00,"8,062,010.00",20.00,,
Initiated Compact Warp Scrambler,"155,000,000.00","146,950,000.00","8,050,000.00",5.19,1.00,"8,050,000.00",0.00,,
Type-D Restrained Expanded Cargo,"14,999.99","11,982.48","3,017.51",20.12,"2,666.00","8,044,681.00",0.00,,
Type-D Restrained Inertial Stabilizers,"900,000.10","497,990.00","402,010.10",44.67,20.00,"8,040,201.00",43.92,,
Type-D Restrained Nanofiber Structure,"2,390,000.00","2,292,000.00","98,000.00",4.10,82.00,"8,036,000.00",34.23,,
Type-D Restrained Overdrive Injector,"17,500,000.00","9,469,819.00","8,030,179.00",45.89,1.00,"8,030,179.00",14.29,,
Type-D Restrained Reinforced Bulkheads,"2,499.98",798.96,"1,701.02",68.04,"4,715.00","8,020,310.00",4.67,,
Mark I Compact Reinforced Bulkheads,"178,000,000.00","169,996,000.00","8,004,016.00",4.50,1.00,"8,004,016.00",0.00,,
Medium Inefficient Hull Repair Unit,"29,000,000.00","24,999,000.00","4,001,004.00",13.80,2.00,"8,002,008.00",30.19,,
Small Inefficient Hull Repair Unit,"44,000,000.00","35,999,000.00","8,001,000.00",18.18,1.00,"8,001,000.00",0.00,,
Large Inefficient Hull Repair Unit,"17,000,000.00","8,999,999.00","8,000,001.00",47.06,1.00,"8,000,001.00",50.00,,
Medium 'Hope' Hull Reconstructor I,"25,000,000.00","17,000,000.00","8,000,000.00",32.00,1.00,"8,000,000.00",0.00,,
Medium Automated Structural Restoration,"6,000,000.00","2,000,000.00","4,000,000.00",66.67,2.00,"8,000,000.00",0.00,,
Medium I-b Polarized Structural Regenerator,"450,000,000.00","442,000,000.00","8,000,000.00",1.78,1.00,"8,000,000.00",11.11,,
Small 'Hope' Hull Reconstructor I,"10,000,000.00","2,000,000.00","8,000,000.00",80.00,1.00,"8,000,000.00",20.00,,
Small Automated Structural Restoration,"7,000,000.00","3,000,000.00","4,000,000.00",57.14,2.00,"8,000,000.00",12.20,,
Small I-b Polarized Structural Regenerator,"27,000,000.00","19,000,000.00","7,999,998.00",29.63,1.00,"7,999,998.00",0.00,,
Large 'Hope' Hull Reconstructor I,"7,999,995.00",0.00,"7,999,995.00",100.00,1.00,"7,999,995.00",19.57,,
Large Automated Structural Restoration,"25,999,000.00","18,000,000.00","7,999,000.00",30.77,1.00,"7,999,000.00",0.00,,
Large I-b Polarized Structural Regenerator,"20,000.00","13,999.85","6,000.15",30.00,"1,333.00","7,998,200.00",0.00,,
IFFA Compact Damage Control,750.00,446.84,303.16,40.42,"26,342.00","7,985,841.00",4.99,,
Extruded Compact Heat Sink,"38,970,000.00","31,000,000.00","7,970,000.00",20.45,1.00,"7,970,000.00",0.00,,
Indirect Target Acquisition I,"82,900,000.00","74,974,990.00","7,925,008.00",9.56,1.00,"7,925,008.00",0.00,,
Passive Targeting Array I,"8,500,000.00","584,000.00","7,916,000.00",93.13,1.00,"7,916,000.00",0.00,,
Suppressed Targeting System I,"27,000,000.00","19,099,270.00","7,900,726.00",29.26,1.00,"7,900,726.00",25.00,,
41F Veiled Targeting Unit,"11,000,000.00","3,100,000.00","7,900,000.00",71.82,1.00,"7,900,000.00",0.00,,
Counterbalanced Compact Gyrostabilizer,"115,990,900.00","112,044,000.00","3,946,856.00",3.40,2.00,"7,893,712.00",74.19,,
500MN Cold-Gas Enduring Microwarpdrive,"27,489,850.00","24,874,990.00","2,614,860.00",9.51,3.00,"7,844,580.00",13.85,,
100MN Monopropellant Enduring Afterburner,"10,000,000.00","2,188,888.00","7,811,112.00",78.11,1.00,"7,811,112.00",0.00,,
5MN Cold-Gas Enduring Microwarpdrive,"14,900,000.00","11,000,000.00","3,900,002.00",26.17,2.00,"7,800,004.00",26.67,,
5MN Y-T8 Compact Microwarpdrive,"12,000,000.00","4,200,000.00","7,800,000.00",65.00,1.00,"7,800,000.00",0.00,,
50MN Cold-Gas Enduring Microwarpdrive,"8,500,000.00","700,000.00","7,800,000.00",91.76,1.00,"7,800,000.00",0.00,,
1MN Y-S8 Compact Afterburner,"12,000,000.00","4,204,100.00","7,795,900.00",64.97,1.00,"7,795,900.00",14.29,,
1MN Monopropellant Enduring Afterburner,"284,900.00","220,000.00","64,900.02",22.78,120.00,"7,788,002.00",20.68,,
10MN Monopropellant Enduring Afterburner,"1,000,000.00","918,983.80","81,016.19",8.10,96.00,"7,777,554.00",19.06,,
Hostile Target Acquisition I,"4,510,000.00","1,923,280.00","2,586,720.00",57.36,3.00,"7,760,158.00",7.62,,
'Recusant' Hostile Targeting Array I,"18,950,000.00","11,199,900.00","7,750,100.00",40.90,1.00,"7,750,100.00",0.00,,
Responsive Auto-Targeting System I,"2,000,000.00","900,000.00","1,100,000.00",55.00,7.00,"7,700,000.00",0.00,,
Automated Targeting Unit I,"15,898,980.00","8,199,999.00","7,698,982.00",48.42,1.00,"7,698,982.00",42.11,,
Medium Compact Pb-Acid Cap Battery,"4,000,000.00","160,000.00","3,840,000.00",96.00,2.00,"7,680,000.00",0.00,,
Type-E Enduring Cargo Scanner,"7,950,000.00","300,000.00","7,650,000.00",96.23,1.00,"7,650,000.00",0.00,,
PL-0 Scoped Cargo Scanner,"9,899,999.00","9,050,000.00","849,999.00",8.59,9.00,"7,649,991.00",3.26,,
Alumel-Wired Enduring Sensor Booster,"54,999.98","21,008.02","33,991.96",61.80,225.00,"7,648,191.00",1.22,,
F-90 Compact Sensor Booster,300.00,294.99,5.01,1.67,"1,525,999.00","7,645,270.00",27.60,,
Optical Compact Tracking Computer,"33,999,000.00","26,366,030.00","7,632,972.00",22.45,1.00,"7,632,972.00",14.29,,
F-12 Enduring Tracking Computer,"26,500,000.00","18,879,990.00","7,620,010.00",28.75,1.00,"7,620,010.00",8.33,,
F-89 Compact Signal Amplifier,"35,000,000.00","27,400,000.00","7,600,000.00",21.71,1.00,"7,600,000.00",0.00,,
Fourier Compact Tracking Enhancer,"25,000,000.00","17,400,000.00","7,599,998.00",30.40,1.00,"7,599,998.00",0.00,,
Small C5-L Emergency Shield Overload I,"24,595,000.00","16,999,000.00","7,596,002.00",30.88,1.00,"7,596,002.00",14.29,,
Small Neutron Saturation Injector I,"3,400,000.00","886,922.00","2,513,078.00",73.91,3.00,"7,539,232.00",20.00,,
Small Clarity Ward Booster I,"3,000,000.00","489,995.80","2,510,004.00",83.67,3.00,"7,530,013.00",44.00,,
Small Converse Deflection Catalyzer,"7,999,999.00","475,900.00","7,524,099.00",94.05,1.00,"7,524,099.00",0.00,,
M51 Benefactor Compact Shield Recharger,"400,000.10","221,000.00","179,000.10",44.75,42.00,"7,518,004.00",34.42,,
Ta3 Compact Ship Scanner,"255,000,000.00","247,488,900.00","7,511,120.00",2.95,1.00,"7,511,120.00",0.00,,
ML-3 Scoped Survey Scanner,"179,999.00","138,997.90","41,001.11",22.78,183.00,"7,503,203.00",33.01,,
Dual Modal Light Laser I,"14,500,000.00","6,999,999.00","7,500,001.00",51.72,1.00,"7,500,001.00",0.00,,
Dual Afocal Light Maser I,"22,500,000.00","15,000,000.00","7,500,001.00",33.33,1.00,"7,500,001.00",0.00,,
Dual Modulated Light Energy Beam I,"11,500,000.00","4,000,000.00","7,500,000.00",65.22,1.00,"7,500,000.00",16.67,,
Dual Anode Light Particle Stream I,"19,900,000.00","12,400,000.00","7,500,000.00",37.69,1.00,"7,500,000.00",9.09,,
Small Focused Modal Pulse Laser I,"10,000,000.00","8,500,001.00","1,499,999.00",15.00,5.00,"7,499,995.00",53.39,,
Small Focused Afocal Pulse Maser I,"97,996,000.00","90,500,000.00","7,496,000.00",7.65,1.00,"7,496,000.00",0.00,,
Small Focused Modulated Pulse Energy Beam I,"2,999.98",333.89,"2,666.09",88.87,"2,811.00","7,494,378.00",8.93,,
Small Focused Anode Pulse Particle Stream I,"27,744,100.00","24,000,000.00","3,744,100.00",13.50,2.00,"7,488,200.00",0.00,,
Small Focused Modal Laser I,"13,485,890.00","6,002,123.00","7,483,771.00",55.49,1.00,"7,483,771.00",4.76,,
Small Focused Afocal Maser I,"1,999,999.00","1,502,007.00","497,991.80",24.90,15.00,"7,469,876.00",17.14,,
Small Focused Modulated Energy Beam I,"5,999.97","2,799.72","3,200.25",53.34,"2,330.00","7,456,583.00",6.72,,
Small Focused Anode Particle Stream I,"2,574,000.00","1,750,000.00","824,000.00",32.01,9.00,"7,416,000.00",0.00,,
Quad Modal Light Laser I,"23,456,800.00","19,750,000.00","3,706,802.00",15.80,2.00,"7,413,604.00",11.54,,
Quad Afocal Light Maser I,"33,695,680.00","30,000,000.00","3,695,676.00",10.97,2.00,"7,391,352.00",11.54,,
Quad Modulated Light Energy Beam I,"8,000,000.00","4,308,250.00","3,691,750.00",46.15,2.00,"7,383,500.00",28.57,,
Quad Anode Light Particle Stream I,"2,999.99",940.00,"2,059.99",68.67,"3,578.00","7,370,644.00",35.06,,
Focused Modal Pulse Laser I,"13,721,110.00","6,379,998.00","7,341,113.00",53.50,1.00,"7,341,113.00",33.33,,
Focused Afocal Pulse Maser I,"17,699.00","12,245.70","5,453.30",30.81,"1,344.00","7,329,235.00",17.85,,
Focused Modulated Pulse Energy Beam I,"6,066,664.00","2,406,178.00","3,660,486.00",60.34,2.00,"7,320,972.00",31.58,,
Focused Anode Pulse Particle Stream I,"238,000.00","28,999.00","209,001.00",87.82,35.00,"7,315,035.00",0.00,,
Focused Modal Medium Laser I,"9,744,598.00","2,442,484.00","7,302,114.00",74.94,1.00,"7,302,114.00",30.00,,
Focused Afocal Medium Maser I,"30,000,000.00","22,700,000.00","7,300,002.00",24.33,1.00,"7,300,002.00",25.00,,
Focused Modulated Medium Energy Beam I,"94,000,000.00","86,700,000.00","7,300,000.00",7.77,1.00,"7,300,000.00",0.00,,
Focused Anode Medium Particle Stream I,"4,199,995.00","550,000.00","3,649,995.00",86.90,2.00,"7,299,990.00",13.64,,
Heavy Modal Pulse Laser I,"58,990,000.00","51,700,000.00","7,290,000.00",12.36,1.00,"7,290,000.00",15.91,,
Heavy Afocal Pulse Maser I,"7,777,777.00","500,000.00","7,277,777.00",93.57,1.00,"7,277,777.00",0.00,,
Heavy Modulated Pulse Energy Beam I,"3,000,000.00","2,697,190.00","302,810.00",10.09,24.00,"7,267,440.00",14.38,,
Heavy Anode Pulse Particle Stream I,"10,000,000.00","2,738,053.00","7,261,947.00",72.62,1.00,"7,261,947.00",15.38,,
Heavy Modal Laser I,"7,998,890.00","749,000.00","7,249,890.00",90.64,1.00,"7,249,890.00",33.33,,
Heavy Afocal Maser I,"3,349,999.00","1,538,000.00","1,811,999.00",54.09,4.00,"7,247,996.00",9.38,,
Heavy Modulated Energy Beam I,"30,000,000.00","22,789,880.00","7,210,120.00",24.03,1.00,"7,210,120.00",0.00,,
Heavy Anode Particle Stream I,"10,000,000.00","2,799,925.00","7,200,075.00",72.00,1.00,"7,200,075.00",0.00,,
Dual Heavy Modal Pulse Laser I,"10,000,000.00","8,200,000.00","1,800,000.00",18.00,4.00,"7,200,000.00",0.00,,
Dual Heavy Afocal Pulse Maser I,"20,000,000.00","12,800,000.00","7,200,000.00",36.00,1.00,"7,200,000.00",0.00,,
Dual Heavy Modulated Pulse Energy Beam I,"26,797,000.00","26,000,010.00","796,988.00",2.97,9.00,"7,172,892.00",19.78,,
Dual Heavy Anode Pulse Particle Stream I,"13,490,120.00","11,099,790.00","2,390,327.00",17.72,3.00,"7,170,981.00",3.53,,
Dual Modal Heavy Laser I,"690,000.00","424,982.00","265,018.00",38.41,27.00,"7,155,486.00",7.72,,
Dual Afocal Heavy Maser I,"9,380,705.00","6,999,999.00","2,380,706.00",25.38,3.00,"7,142,118.00",46.15,,
Dual Modulated Heavy Energy Beam I,"10,000,000.00","2,900,000.00","7,100,000.00",71.00,1.00,"7,100,000.00",0.00,,
Dual Anode Heavy Particle Stream I,"6,689,700.00","3,146,275.00","3,543,425.00",52.97,2.00,"7,086,850.00",34.89,,
Mega Modal Pulse Laser I,"1,999,999.00","230,000.00","1,769,999.00",88.50,4.00,"7,079,996.00",15.38,,
Mega Afocal Pulse Maser I,"19,950,000.00","12,899,000.00","7,051,002.00",35.34,1.00,"7,051,002.00",0.00,,
Mega Modulated Pulse Energy Beam I,"4,999.99","3,169.99","1,830.00",36.60,"3,853.00","7,050,991.00",0.00,,
Mega Anode Pulse Particle Stream I,"269,000,000.00","261,950,000.00","7,050,016.00",2.62,1.00,"7,050,016.00",0.00,,
Mega Modal Laser I,"15,500,000.00","14,091,910.00","1,408,090.00",9.08,5.00,"7,040,450.00",6.35,,
Mega Afocal Maser I,"470,000.00","439,997.90","30,002.13",6.38,234.00,"7,020,497.00",0.00,,
Mega Modulated Energy Beam I,"398,999.00","48,083.89","350,915.10",87.95,20.00,"7,018,302.00",46.74,,
Mega Anode Particle Stream I,"17,500,000.00","10,487,000.00","7,013,000.00",40.07,1.00,"7,013,000.00",0.00,,
Tachyon Modal Laser I,"800,000.00","98,999.97","701,000.00",87.63,10.00,"7,010,000.00",0.00,,
Tachyon Afocal Maser I,"32,000,000.00","24,997,970.00","7,002,030.00",21.88,1.00,"7,002,030.00",22.86,,
Tachyon Modulated Energy Beam I,"16,000,000.00","8,998,995.00","7,001,004.00",43.76,1.00,"7,001,004.00",0.00,,
Tachyon Anode Particle Stream I,"11,500,000.00","4,499,999.00","7,000,001.00",60.87,1.00,"7,000,001.00",0.00,,
75mm Prototype Gauss Gun,"15,000,000.00","7,999,999.00","7,000,001.00",46.67,1.00,"7,000,001.00",0.00,,
75mm 'Scout' Accelerator Cannon,"25,000,000.00","18,000,000.00","7,000,000.00",28.00,1.00,"7,000,000.00",32.26,,
75mm Carbide Railgun I,"89,000,000.00","82,000,000.00","7,000,000.00",7.87,1.00,"7,000,000.00",0.00,,
75mm Compressed Coil Gun I,"85,000,000.00","78,000,000.00","7,000,000.00",8.24,1.00,"7,000,000.00",16.67,,
150mm Prototype Gauss Gun,"9,995,000.00","2,999,998.00","6,995,002.00",69.99,1.00,"6,995,002.00",0.00,,
150mm 'Scout' Accelerator Cannon,"2,900,000.00","2,026,500.00","873,500.50",30.12,8.00,"6,988,004.00",3.80,,
150mm Carbide Railgun I,"700,000.10","200,999.00","499,001.10",71.29,14.00,"6,986,015.00",10.30,,
150mm Compressed Coil Gun I,"5,950,000.00","2,498,758.00","3,451,242.00",58.00,2.00,"6,902,484.00",0.00,,
Dual 150mm Prototype Gauss Gun,"6,990,991.00","90,000.00","6,900,991.00",98.71,1.00,"6,900,991.00",0.00,,
Dual 150mm 'Scout' Accelerator Cannon,"1,950,000.00","799,998.00","1,150,002.00",58.97,6.00,"6,900,012.00",3.48,,
Dual 150mm Carbide Railgun I,"59,000,000.00","52,100,000.00","6,900,000.00",11.69,1.00,"6,900,000.00",0.00,,
Dual 150mm Compressed Coil Gun I,"18,964.70","13,749.98","5,214.72",27.50,"1,321.00","6,888,644.00",5.85,,
250mm Prototype Gauss Gun,"98,999.89","62,990.00","36,009.89",36.37,191.00,"6,877,889.00",35.20,,
250mm 'Scout' Accelerator Cannon,"19,777,000.00","12,899,880.00","6,877,120.00",34.77,1.00,"6,877,120.00",72.73,,
250mm Carbide Railgun I,"29,999.99","20,236.84","9,763.15",32.54,704.00,"6,873,258.00",3.92,,
250mm Compressed Coil Gun I,"9,597,998.00","2,738,000.00","6,859,998.00",71.47,1.00,"6,859,998.00",29.41,,
Dual 250mm Prototype Gauss Gun,"1,000,000.00","379,999.00","620,001.00",62.00,11.00,"6,820,011.00",8.40,,
Dual 250mm 'Scout' Accelerator Cannon,"9,998,989.00","3,190,962.00","6,808,028.00",68.09,1.00,"6,808,028.00",70.00,,
Dual 250mm Carbide Railgun I,"13,996,000.00","7,189,991.00","6,806,010.00",48.63,1.00,"6,806,010.00",2.86,,
Dual 250mm Compressed Coil Gun I,"4,000,000.00","3,800,000.00","200,000.00",5.00,34.00,"6,800,000.00",1.15,,
425mm Prototype Gauss Gun,"7,777,111.00","994,996.90","6,782,114.00",87.21,1.00,"6,782,114.00",0.00,,
425mm 'Scout' Accelerator Cannon,"240,000.00","34,798.89","205,201.10",85.50,33.00,"6,771,636.00",0.00,,
425mm Carbide Railgun I,"7,489,000.00","750,000.00","6,739,000.00",89.99,1.00,"6,739,000.00",0.00,,
425mm Compressed Coil Gun I,"7,996,365.00","1,270,007.00","6,726,359.00",84.12,1.00,"6,726,358.00",20.00,,
Modal Light Electron Particle Accelerator I,"12,225,000.00","5,502,017.00","6,722,984.00",54.99,1.00,"6,722,984.00",0.00,,
Limited Light Electron Blaster I,"23,980,000.00","22,299,670.00","1,680,326.00",7.01,4.00,"6,721,304.00",4.88,,
Regulated Light Electron Phase Cannon I,"1,899,971.00","224,000.00","1,675,971.00",88.21,4.00,"6,703,882.00",2.27,,
Anode Light Electron Particle Cannon I,"69,000,000.00","62,300,000.00","6,700,004.00",9.71,1.00,"6,700,004.00",40.00,,
Modal Light Ion Particle Accelerator I,"27,000,000.00","23,652,750.00","3,347,250.00",12.40,2.00,"6,694,500.00",6.15,,
Limited Light Ion Blaster I,"14,500,000.00","13,389,430.00","1,110,574.00",7.66,6.00,"6,663,444.00",9.38,,
Regulated Light Ion Phase Cannon I,"17,499.98","13,498.00","4,001.98",22.87,"1,665.00","6,663,298.00",14.47,,
Anode Light Ion Particle Cannon I,530.00,521.61,8.39,1.58,"793,653.00","6,658,760.00",33.60,,
Modal Light Neutron Particle Accelerator I,"30,000,000.00","26,680,000.00","3,320,000.00",11.07,2.00,"6,640,000.00",28.77,,
Limited Light Neutron Blaster I,"249,000.00","107,993.00","141,007.00",56.63,47.00,"6,627,329.00",0.00,,
Regulated Light Neutron Phase Cannon I,"5,999.99","2,500.00","3,499.99",58.33,"1,887.00","6,604,482.00",21.19,,
Anode Light Neutron Particle Cannon I,"14,396,330.00","11,095,900.00","3,300,433.00",22.93,2.00,"6,600,866.00",15.38,,
Modal Electron Particle Accelerator I,"12,000,000.00","8,699,996.00","3,300,004.00",27.50,2.00,"6,600,008.00",22.22,,
Limited Electron Blaster I,"8,300,000.00","4,999,999.00","3,300,001.00",39.76,2.00,"6,600,002.00",0.00,,
Regulated Electron Phase Cannon I,"2,999,999.00","2,800,000.00","199,999.00",6.67,33.00,"6,599,967.00",0.00,,
Anode Electron Particle Cannon I,"17,197,820.00","10,600,000.00","6,597,816.00",38.36,1.00,"6,597,816.00",33.33,,
Modal Ion Particle Accelerator I,"60,000,000.00","53,410,000.00","6,590,004.00",10.98,1.00,"6,590,004.00",23.08,,
Limited Ion Blaster I,"15,000,000.00","8,416,400.00","6,583,600.00",43.89,1.00,"6,583,600.00",0.00,,
Regulated Ion Phase Cannon I,"42,409,950.00","35,884,880.00","6,525,068.00",15.39,1.00,"6,525,068.00",55.56,,
Anode Ion Particle Cannon I,"12,500,000.00","5,975,000.00","6,525,000.00",52.20,1.00,"6,525,000.00",16.36,,
Modal Neutron Particle Accelerator I,"1,232,001.00","689,000.00","543,000.80",44.07,12.00,"6,516,009.00",37.13,,
Limited Neutron Blaster I,"10,000,000.00","3,485,000.00","6,515,000.00",65.15,1.00,"6,515,000.00",31.58,,
Regulated Neutron Phase Cannon I,"10,000,000.00","3,490,000.00","6,510,000.00",65.10,1.00,"6,510,000.00",0.00,,
Anode Neutron Particle Cannon I,"3,300.00",399.98,"2,900.02",87.88,"2,244.00","6,507,645.00",0.46,,
Modal Mega Electron Particle Accelerator I,"6,000,000.00","2,747,511.00","3,252,489.00",54.21,2.00,"6,504,978.00",23.28,,
