ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Gleam L,Metropolis,Jita,769999.7,424993,345006.7,44.80608,4,177,1380027
Transcranial Microcontrollers,Metropolis,Jita,87000,75908.6,11091.4,12.74873,1,23610,11091.4
Quafe Ultra,Metropolis,Jita,2990,210,2780,92.97659,10,87928,27800
Prototype Cloaking Device I Blueprint,Metropolis,Jita,1E+08,1.25E+08,2.5E+07,20,1,1,2.5E+07
Small Energy Nosferatu II,Metropolis,Jita,3514883,2044998,1469885,41.81889,7,287,1.02892E+07
Small Energy Neutralizer II,Metropolis,Jita,2699976,1947994,751982.3,27.85144,8,388,6015858
Mjolnir Javelin Rocket,Metropolis,Jita,68.74,37.9,30.84,44.8647,7000,117418,215880
Inherent Implants 'Lancer' Gunnery RF-903,Metropolis,Jita,5E+07,1.87E+07,3.13E+07,62.6,1,17,3.13E+07
Armored Command Mindlink,Metropolis,Jita,4.217E+07,5.695232E+07,1.478232E+07,25.9556,1,21,1.478232E+07
Zainou 'Gypsy' CPU Management EE-603,Metropolis,Jita,1.973333E+07,1.653001E+07,3203321,16.23305,15,307,4.804982E+07
Inherent Implants 'Lancer' Large Energy Turret LE-1003,Metropolis,Jita,2.47E+07,9613624,1.508638E+07,61.07845,1,3,1.508638E+07
Zainou 'Deadeye' Large Hybrid Turret LH-1003,Metropolis,Jita,2.585E+07,1.709881E+07,8751192,33.85374,1,9,8751192
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1003,Metropolis,Jita,2.545E+07,1.885657E+07,6593434,25.9074,1,7,6593434
Inherent Implants 'Lancer' Medium Energy Turret ME-803,Metropolis,Jita,100000.1,1.724061E+07,1.714061E+07,99.41998,1,30,1.714061E+07
Zainou 'Deadeye' Medium Hybrid Turret MH-803,Metropolis,Jita,2.585E+07,2E+07,5850000,22.63056,1,5,5850000
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-803,Metropolis,Jita,2.535E+07,2.08E+07,4550002,17.94873,1,9,4550002
Inherent Implants 'Lancer' Small Energy Turret SE-603,Metropolis,Jita,7627000,1675055,5951946,78.03783,1,8,5951946
Zainou 'Deadeye' Small Hybrid Turret SH-603,Metropolis,Jita,2E+07,4447774,1.555222E+07,77.76113,1,9,1.555222E+07
Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-603,Metropolis,Jita,100000,2409001,2309001,95.8489,1,8,2309001
Zainou 'Snapshot' Cruise Missiles CM-603,Metropolis,Jita,2.585E+07,2.355E+07,2300000,8.897486,1,2,2300000
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1003,Metropolis,Jita,3E+07,1.988889E+07,1.011111E+07,33.70369,1,1,1.011111E+07
Zainou 'Snapshot' Heavy Missiles HM-703,Metropolis,Jita,2.615E+07,1.8E+07,8150000,31.16635,1,5,8150000
Zainou 'Snapshot' Rockets RD-903,Metropolis,Jita,2.68E+07,2.280999E+07,3990004,14.88808,1,3,3990004
Zainou 'Snapshot' Torpedoes TD-603,Metropolis,Jita,2.58E+07,1.999899E+07,5801006,22.48452,1,2,5801006
Zainou 'Gypsy' Long Range Targeting LT-803,Metropolis,Jita,3E+07,1.98E+07,1.02E+07,34.00001,1,5,1.02E+07
Eifyr and Co. 'Rogue' Navigation NN-603,Metropolis,Jita,1.88001E+07,1.7173E+07,1627100,8.654741,1,69,1627100
Eifyr and Co. 'Rogue' Fuel Conservation FC-803,Metropolis,Jita,4800000,2130875,2669125,55.60677,1,8,2669125
Eifyr and Co. 'Rogue' Afterburner AB-606,Metropolis,Jita,4999999,1.2E+07,6999999,58.33334,1,17,6999999
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-703,Metropolis,Jita,2.585E+07,1.737292E+07,8477080,32.79335,2,73,1.695416E+07
Eifyr and Co. 'Rogue' Warp Drive Operation WD-606,Metropolis,Jita,1.15E+07,1.5497E+07,3996999,25.79208,1,1,3996999
Eifyr and Co. 'Rogue' Warp Drive Speed WS-610,Metropolis,Jita,4.5E+07,3.222862E+07,1.277138E+07,28.38085,2,7,2.554277E+07
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-903,Metropolis,Jita,5398499,9083966,3685468,40.57113,2,12,7370935
Eifyr and Co. 'Gunslinger' Surgical Strike SS-903,Metropolis,Jita,2.625E+07,2.302352E+07,3226484,12.29137,1,51,3226484
Zainou 'Deadeye' Trajectory Analysis TA-703,Metropolis,Jita,2.65E+07,1.0122E+07,1.6378E+07,61.80377,1,2,1.6378E+07
Inherent Implants 'Lancer' Controlled Bursts CB-703,Metropolis,Jita,1.3E+07,1.34501E+07,450100,3.346443,1,3,450100
Zainou 'Deadeye' Missile Bombardment MB-703,Metropolis,Jita,2.5E+07,2.099998E+07,4000016,16.00006,1,13,4000016
Zainou 'Deadeye' Missile Projection MP-703,Metropolis,Jita,2.65E+07,1.679585E+07,9704152,36.61944,1,95,9704152
Zainou 'Deadeye' Rapid Launch RL-1003,Metropolis,Jita,4.1999E+07,1.9496E+07,2.2503E+07,53.57985,1,138,2.2503E+07
Zainou 'Deadeye' Target Navigation Prediction TN-903,Metropolis,Jita,2.615E+07,2.088674E+07,5263260,20.12719,1,28,5263260
Inherent Implants 'Squire' Energy Pulse Weapons EP-703,Metropolis,Jita,3.88E+07,2.161E+07,1.719E+07,44.30412,1,5,1.719E+07
Zainou 'Gnome' Weapon Upgrades WU-1003,Metropolis,Jita,4444980,3832776,612204.5,13.77294,1,13,612204.5
Zainou 'Gnome' Shield Upgrades SU-603,Metropolis,Jita,500000,233345.2,266654.8,53.33095,1,9,266654.8
Zainou 'Gypsy' Electronics Upgrades EU-603,Metropolis,Jita,3.959999E+07,1.976667E+07,1.983332E+07,50.08416,1,1,1.983332E+07
Inherent Implants 'Squire' Energy Grid Upgrades EU-703,Metropolis,Jita,2.45E+07,2.28E+07,1699998,6.938768,3,4,5099994
Inherent Implants 'Noble' Hull Upgrades HG-1003,Metropolis,Jita,2.314E+07,1.633959E+07,6800406,29.3881,1,146,6800406
Inherent Implants 'Noble' Mechanic MC-803,Metropolis,Jita,903001,5276694,4373693,82.88699,1,13,4373693
Inherent Implants 'Noble' Repair Systems RS-603,Metropolis,Jita,4200000,3597446,602554,14.34652,1,47,602554
Inherent Implants 'Squire' Capacitor Management EM-803,Metropolis,Jita,3.8361E+07,1.660005E+07,2.176095E+07,56.72676,4,329,8.704382E+07
Inherent Implants 'Squire' Capacitor Systems Operation EO-603,Metropolis,Jita,4E+07,1.7E+07,2.3E+07,57.5,2,251,4.6E+07
Inherent Implants 'Squire' Power Grid Management EG-603,Metropolis,Jita,2E+07,1.8994E+07,1006000,5.03,1,168,1006000
Zainou 'Gnome' Shield Emission Systems SE-803,Metropolis,Jita,751000,534062.8,216937.2,28.88644,2,10,433874.4
Zainou 'Gnome' Shield Operation SP-903,Metropolis,Jita,2.640999E+07,1.631E+07,1.009999E+07,38.24306,2,210,2.019998E+07
Inherent Implants 'Squire' Capacitor Emission Systems ES-703,Metropolis,Jita,3.6E+07,1.999999E+07,1.600001E+07,44.44448,1,11,1.600001E+07
Janitor,Metropolis,Jita,1045.9,4999.98,3954.08,79.08192,20,950,79081.6
Archaeology,Metropolis,Jita,250000,242857.1,7142.859,2.857144,1,7,7142.859
Remote Sensing,Metropolis,Jita,300000,320095.1,20095.13,6.27786,6,25,120570.8
Limited Ocular Filter,Metropolis,Jita,55525.5,25543.74,29981.76,53.99638,4,98,119927
Limited Memory Augmentation,Metropolis,Jita,2929000,970524.3,1958475,66.86499,6,21,1.175085E+07
Limited Neural Boost,Metropolis,Jita,1666660,233666.1,1432994,85.97997,3,66,4298981
Limited Social Adaptation Chip,Metropolis,Jita,34966.67,18993.8,15972.87,45.68027,3,404,47918.61
Limited Cybernetic Subprocessor,Metropolis,Jita,256003.7,560625.4,304621.8,54.33606,1,80,304621.8
Cruise Missile Launcher I,Metropolis,Jita,501,21000,20499,97.61429,6,621,122994
Cruise Missile Launcher I Blueprint,Metropolis,Jita,749970,749970,0,0,1,10,0
Domination 125mm Autocannon,Metropolis,Jita,1.5E+07,7100000,7900000,52.66667,2,1,1.58E+07
Domination 1200mm Artillery,Metropolis,Jita,10000,1490780,1480780,99.32921,1,10,1480780
Domination 1400mm Howitzer Artillery,Metropolis,Jita,744812,1.00003E+07,9255489,92.5521,1,1,9255489
Domination 150mm Autocannon,Metropolis,Jita,1.000098E+07,4901002,5099974,50.99476,1,1,5099974
Domination 200mm Autocannon,Metropolis,Jita,2E+07,1.09101E+07,9089899,45.44949,1,2,9089899
Domination 220mm Autocannon,Metropolis,Jita,3E+07,8698020,2.130198E+07,71.0066,2,2,4.260396E+07
Domination 250mm Artillery,Metropolis,Jita,3000000,1.04021E+07,7402100,71.15967,2,1,1.48042E+07
Equipment Assembly Array,Metropolis,Jita,100001,1.700282E+07,1.690281E+07,99.41185,1,1,1.690281E+07
Domination 280mm Howitzer Artillery,Metropolis,Jita,1.99975E+07,3.2334E+07,1.23365E+07,38.15335,1,1,1.23365E+07
Domination 425mm Autocannon,Metropolis,Jita,4.784667E+07,3.037767E+07,1.746899E+07,36.51037,3,6,5.240698E+07
Domination 650mm Artillery,Metropolis,Jita,1875000,1.289133E+07,1.101633E+07,85.45535,1,12,1.101633E+07
Domination 720mm Howitzer Artillery,Metropolis,Jita,9.9E+07,9.5E+07,4000000,4.040404,1,2,4000000
Domination 800mm Repeating Cannon,Metropolis,Jita,5E+07,2.350321E+07,2.649679E+07,52.99357,4,1,1.059871E+08
Domination Dual 180mm Autocannon,Metropolis,Jita,1000000,6209921,5209921,83.89674,1,1,5209921
Domination Dual 425mm Autocannon,Metropolis,Jita,5E+07,1015022,4.898498E+07,97.96996,1,1,4.898498E+07
Domination Dual 650mm Repeating Cannon,Metropolis,Jita,4.5E+07,996023,4.400398E+07,97.78661,1,5,4.400398E+07
Dark Blood Dual Light Beam Laser,Metropolis,Jita,1E+07,3059198,6940802,69.40802,1,5,6940802
Dark Blood Dual Light Pulse Laser,Metropolis,Jita,3416666,508002.6,2908664,85.13163,2,1,5817327
Dark Blood Focused Medium Beam Laser,Metropolis,Jita,1E+07,1.65E+07,6500000,39.39394,2,6,1.3E+07
Dark Blood Focused Medium Pulse Laser,Metropolis,Jita,2.5E+07,1.230797E+07,1.269203E+07,50.76811,3,3,3.807608E+07
Dark Blood Heavy Pulse Laser,Metropolis,Jita,1.17074E+08,2.255701E+07,9.451703E+07,80.7327,3,6,2.835511E+08
Dark Blood Small Focused Beam Laser,Metropolis,Jita,9750000,8944000,806000,8.266666,2,32,1612000
Dark Blood Small Focused Pulse Laser,Metropolis,Jita,1315000,2007498,692498.1,34.49558,2,12,1384996
Dark Blood Mega Beam Laser,Metropolis,Jita,2.5E+07,1060020,2.393998E+07,95.75992,4,3,9.575992E+07
Dark Blood Mega Pulse Laser,Metropolis,Jita,1.4E+07,8298814,5701187,40.72276,4,18,2.280475E+07
Dark Blood Tachyon Beam Laser,Metropolis,Jita,8E+07,2.316667E+07,5.683334E+07,71.04167,4,6,2.273333E+08
Dark Blood Quad Beam Laser,Metropolis,Jita,2E+07,1.5E+07,5000000,25,1,1,5000000
True Sansha Dual Heavy Beam Laser,Metropolis,Jita,6000000,503120.1,5496880,91.61467,4,3,2.198752E+07
True Sansha Dual Heavy Pulse Laser,Metropolis,Jita,9800000,1030201,8769799,89.48775,3,1,2.63094E+07
True Sansha Focused Medium Beam Laser,Metropolis,Jita,2.7E+07,8314505,1.86855E+07,69.20554,1,2,1.86855E+07
True Sansha Focused Medium Pulse Laser,Metropolis,Jita,1.601011E+08,1.6801E+07,1.433001E+08,89.50601,4,6,5.732004E+08
True Sansha Gatling Pulse Laser,Metropolis,Jita,8800000,4100000,4700000,53.40909,1,1,4700000
True Sansha Heavy Beam Laser,Metropolis,Jita,4000000,1.232102E+07,8321018,67.53515,3,2,2.496305E+07
True Sansha Heavy Pulse Laser,Metropolis,Jita,4.9E+07,3.583011E+07,1.316989E+07,26.87732,2,1,2.633978E+07
True Sansha Small Focused Pulse Laser,Metropolis,Jita,3990981,9364658,5373677,57.38252,1,3,5373677
True Sansha Mega Pulse Laser,Metropolis,Jita,3.289846E+07,1.750708E+07,1.539138E+07,46.7845,4,4,6.156551E+07
True Sansha Quad Beam Laser,Metropolis,Jita,4.3E+07,1.423E+07,2.877E+07,66.90697,1,3,2.877E+07
True Sansha Tachyon Beam Laser,Metropolis,Jita,4.5E+07,2.075555E+07,2.424445E+07,53.87656,4,4,9.69778E+07
Nova Javelin Heavy Assault Missile,Metropolis,Jita,246.96,98.9,148.06,59.95303,6754,414118,999997.3
Shadow Serpentis 125mm Railgun,Metropolis,Jita,2000000,1512001,487999,24.39995,1,5,487999
Dread Guristas 125mm Railgun,Metropolis,Jita,1740000,962777.6,777222.4,44.66795,2,8,1554445
Shadow Serpentis 150mm Railgun,Metropolis,Jita,7496,3769922,3762426,99.80116,3,3,1.128728E+07
Dread Guristas 150mm Railgun,Metropolis,Jita,1.8E+07,9172545,8827455,49.04142,1,7,8827455
Dread Guristas 200mm Railgun,Metropolis,Jita,100000,813404,713404,87.70599,1,4,713404
Shadow Serpentis 250mm Railgun,Metropolis,Jita,2E+07,1.060402E+07,9395985,46.97992,1,2,9395985
Shadow Serpentis 350mm Railgun,Metropolis,Jita,2000000,5674747,3674747,64.75614,1,8,3674747
Dread Guristas 350mm Railgun,Metropolis,Jita,8850000,657385.2,8192615,92.57192,5,3,4.096308E+07
Shadow Serpentis 425mm Railgun,Metropolis,Jita,4E+07,2.61101E+07,1.38899E+07,34.72475,1,2,1.38899E+07
Dread Guristas 425mm Railgun,Metropolis,Jita,744812,3.760206E+07,3.685725E+07,98.01923,4,5,1.47429E+08
Dread Guristas Dual 150mm Railgun,Metropolis,Jita,1.49999E+07,8272500,6727400,44.84963,4,8,2.69096E+07
Dread Guristas Dual 250mm Railgun,Metropolis,Jita,2300000,700058,1599942,69.5627,4,1,6399768
Shadow Serpentis Heavy Electron Blaster,Metropolis,Jita,600000,6779971,6179971,91.15041,1,5,6179971
Shadow Serpentis Heavy Ion Blaster,Metropolis,Jita,2.777778E+07,7423137,2.035464E+07,73.27671,1,11,2.035464E+07
Shadow Serpentis Light Electron Blaster,Metropolis,Jita,9950000,559851,9390149,94.37336,1,1,9390149
Shadow Serpentis Light Neutron Blaster,Metropolis,Jita,2.975E+07,1.13402E+07,1.84098E+07,61.88168,4,1,7.363919E+07
Shadow Serpentis Ion Blaster Cannon,Metropolis,Jita,1.511011E+08,3750101,1.47351E+08,97.51816,5,1,7.367551E+08
Shadow Serpentis Neutron Blaster Cannon,Metropolis,Jita,5E+07,5.6E+07,6000000,10.71429,6,8,3.6E+07
Shadow Serpentis Heavy Neutron Blaster,Metropolis,Jita,1.5E+07,7606022,7393978,49.29319,1,1,7393978
Dread Guristas 75mm Railgun,Metropolis,Jita,1500000,610000,890000,59.33333,1,2,890000
Shadow Serpentis 75mm Railgun,Metropolis,Jita,300000,890000,590000,66.29214,1,1,590000
Korrani's DNA,Metropolis,Jita,5000,34002.4,29002.4,85.29516,1,3,29002.4
Domination Rapid Light Missile Launcher,Metropolis,Jita,8.858334E+07,7.456125E+07,1.402209E+07,15.82926,4,8,5.608835E+07
Dread Guristas Rapid Light Missile Launcher,Metropolis,Jita,1E+08,1.0595E+08,5950000,5.615857,1,5,5950000
Domination Heavy Missile Launcher,Metropolis,Jita,4E+07,3.333749E+07,6662514,16.65628,1,2,6662514
Dread Guristas Heavy Missile Launcher,Metropolis,Jita,1.271111E+08,6.350038E+07,6.361074E+07,50.04341,2,1,1.272215E+08
Domination Torpedo Launcher,Metropolis,Jita,5000000,7410887,2410887,32.53169,1,17,2410887
Dread Guristas Torpedo Launcher,Metropolis,Jita,9950000,9000230,949770,9.545427,6,8,5698620
Domination Light Missile Launcher,Metropolis,Jita,4.266667E+07,2.9E+07,1.366667E+07,32.03125,3,1,4.1E+07
Dread Guristas Light Missile Launcher,Metropolis,Jita,1E+07,3.543334E+07,2.543334E+07,71.77799,1,6,2.543334E+07
Domination Cruise Missile Launcher,Metropolis,Jita,4.4E+07,1.784719E+07,2.615281E+07,59.43821,1,15,2.615281E+07
Dread Guristas Cruise Missile Launcher,Metropolis,Jita,9.679999E+07,4.949233E+07,4.730766E+07,48.87156,5,16,2.365383E+08
Domination Rocket Launcher,Metropolis,Jita,1.02E+07,1.8E+07,7800000,43.33333,1,3,7800000
Dread Guristas Rocket Launcher,Metropolis,Jita,2.77E+07,1.807114E+07,9628856,34.76121,1,7,9628856
Domination Ballistic Control System,Metropolis,Jita,1.3E+08,1.525702E+08,2.257021E+07,14.79333,1,15,2.257021E+07
Dread Guristas Ballistic Control System,Metropolis,Jita,6.4E+07,1.102035E+08,4.620353E+07,41.92563,1,20,4.620353E+07
Domination Gyrostabilizer,Metropolis,Jita,1.073333E+08,9.395407E+07,1.337926E+07,12.46515,3,15,4.013779E+07
Dark Blood Heat Sink,Metropolis,Jita,1.471109E+08,9.846705E+07,4.864385E+07,33.06611,3,38,1.459316E+08
True Sansha Heat Sink,Metropolis,Jita,1.5E+08,1.006155E+08,4.93845E+07,32.923,3,31,1.481535E+08
Shadow Serpentis Magnetic Field Stabilizer,Metropolis,Jita,1.569325E+08,1.075328E+08,4.939966E+07,31.47829,2,34,9.879933E+07
Dread Guristas Large Shield Booster,Metropolis,Jita,1.85E+07,1.062687E+07,7873131,42.55746,1,24,7873131
Domination Large Shield Booster,Metropolis,Jita,2.8E+07,2.529505E+07,2704952,9.660543,1,8,2704952
Dread Guristas Medium Shield Booster,Metropolis,Jita,3E+07,2.235E+07,7650000,25.5,2,6,1.53E+07
Domination Medium Shield Booster,Metropolis,Jita,10000,2.692235E+07,2.691235E+07,99.96285,1,1,2.691235E+07
Dread Guristas Small Shield Booster,Metropolis,Jita,3.8E+07,2.277341E+07,1.522659E+07,40.06996,1,22,1.522659E+07
Domination Small Shield Booster,Metropolis,Jita,250660.2,1.790166E+07,1.7651E+07,98.59979,1,6,1.7651E+07
Dread Guristas X-Large Shield Booster,Metropolis,Jita,8.241842E+07,1.687184E+07,6.554658E+07,79.52904,1,19,6.554658E+07
Domination X-Large Shield Booster,Metropolis,Jita,50289,5.675E+07,5.669971E+07,99.91138,1,12,5.669971E+07
Domination Large Armor Repairer,Metropolis,Jita,9591110,3351018,6240093,65.06121,1,4,6240093
True Sansha Large Armor Repairer,Metropolis,Jita,6E+07,3.358128E+07,2.641872E+07,44.0312,1,15,2.641872E+07
Dark Blood Large Armor Repairer,Metropolis,Jita,1.1E+08,3.565385E+07,7.434615E+07,67.58741,1,13,7.434615E+07
Domination Medium Armor Repairer,Metropolis,Jita,2.2E+08,4.57901E+07,1.742099E+08,79.18632,1,4,1.742099E+08
True Sansha Medium Armor Repairer,Metropolis,Jita,1.497778E+08,8.14751E+07,6.830268E+07,45.60268,2,10,1.366054E+08
Dark Blood Medium Armor Repairer,Metropolis,Jita,9.994445E+07,8.686323E+07,1.308122E+07,13.08849,2,12,2.616243E+07
True Sansha Small Armor Repairer,Metropolis,Jita,6584915,2.482278E+07,1.823787E+07,73.4723,1,8,1.823787E+07
Dark Blood Small Armor Repairer,Metropolis,Jita,4.966666E+07,2.799999E+07,2.166667E+07,43.62418,1,6,2.166667E+07
Dread Guristas EM Ward Field,Metropolis,Jita,1E+07,1.510319E+07,5103190,33.78882,1,19,5103190
Dread Guristas Thermal Dissipation Field,Metropolis,Jita,1.5E+07,4750527,1.024947E+07,68.32983,1,19,1.024947E+07
Dread Guristas Explosive Deflection Field,Metropolis,Jita,3000000,211611.3,2788389,92.94629,1,9,2788389
Dread Guristas Kinetic Deflection Field,Metropolis,Jita,2.3E+07,2192858,2.080714E+07,90.46584,2,14,4.161428E+07
Dread Guristas Adaptive Invulnerability Field,Metropolis,Jita,4.12E+08,3.600155E+08,5.198448E+07,12.61759,1,30,5.198448E+07
True Sansha Armor EM Hardener,Metropolis,Jita,1.2E+07,2745530,9254470,77.12058,1,36,9254470
Dark Blood Armor EM Hardener,Metropolis,Jita,3000000,4297382,1297382,30.19005,1,56,1297382
True Sansha Armor Explosive Hardener,Metropolis,Jita,1.9E+07,5950538,1.304946E+07,68.68138,1,34,1.304946E+07
Dark Blood Armor Explosive Hardener,Metropolis,Jita,1.223008E+07,9473212,2756863,22.54167,1,56,2756863
True Sansha Armor Kinetic Hardener,Metropolis,Jita,1.3E+07,5491177,7508824,57.76018,2,34,1.501765E+07
Dark Blood Armor Kinetic Hardener,Metropolis,Jita,6000000,5223530,776470,12.94117,1,34,776470
True Sansha Armor Thermal Hardener,Metropolis,Jita,1.899995E+07,6415595,1.258435E+07,66.23362,1,32,1.258435E+07
Dark Blood Armor Thermal Hardener,Metropolis,Jita,1.5999E+07,5570041,1.042896E+07,65.18507,1,36,1.042896E+07
Domination Armor EM Hardener,Metropolis,Jita,1E+07,1278519,8721481,87.21481,1,2,8721481
Domination Armor Explosive Hardener,Metropolis,Jita,8000000,750001,7249999,90.62498,1,2,7249999
Domination Armor Kinetic Hardener,Metropolis,Jita,4999999,701124.1,4298875,85.97752,1,1,4298875
Domination Armor Thermal Hardener,Metropolis,Jita,5000000,126008.6,4873992,97.47983,1,2,4873992
Domination EM Ward Field,Metropolis,Jita,1.64E+07,2482751,1.391725E+07,84.86127,1,12,1.391725E+07
Domination Thermal Dissipation Field,Metropolis,Jita,1E+07,425683.3,9574317,95.74317,1,7,9574317
Domination Explosive Deflection Field,Metropolis,Jita,8000000,153294.9,7846705,98.08381,1,5,7846705
Domination Kinetic Deflection Field,Metropolis,Jita,2000000,310968.1,1689032,84.45159,1,10,1689032
Domination Adaptive Invulnerability Field,Metropolis,Jita,3.465E+07,4.077314E+07,6123140,15.01758,2,17,1.224628E+07
Domination Adaptive Nano Plating,Metropolis,Jita,200000,709250,509250,71.8012,1,8,509250
True Sansha Adaptive Nano Plating,Metropolis,Jita,2.3E+07,1.78E+07,5200002,22.6087,1,48,5200002
Dark Blood Adaptive Nano Plating,Metropolis,Jita,1.3999E+07,1.970513E+07,5706129,28.95758,2,39,1.141226E+07
Domination Kinetic Plating,Metropolis,Jita,595000,34200,560800,94.2521,1,5,560800
True Sansha Kinetic Plating,Metropolis,Jita,400000,15626.33,384373.6,96.09341,1,20,384373.6
Dark Blood Kinetic Plating,Metropolis,Jita,299999,88750.17,211248.8,70.41651,1,16,211248.8
Domination Explosive Plating,Metropolis,Jita,199900,363334.2,163434.2,44.98178,1,3,163434.2
True Sansha Explosive Plating,Metropolis,Jita,200000,22346.34,177653.7,88.82683,1,15,177653.7
Dark Blood Explosive Plating,Metropolis,Jita,3399991,38828.69,3361162,98.85797,1,19,3361162
Domination EM Plating,Metropolis,Jita,220000,40000.03,180000,81.81817,1,8,180000
True Sansha EM Plating,Metropolis,Jita,65000,36111.79,28888.21,44.4434,2,18,57776.42
Dark Blood EM Plating,Metropolis,Jita,900000,55481.62,844518.4,93.83537,1,100,844518.4
Domination Thermal Plating,Metropolis,Jita,250000,22000.01,228000,91.2,6,3,1368000
True Sansha Thermal Plating,Metropolis,Jita,120000,8281,111719,93.09917,1,26,111719
Dark Blood Thermal Plating,Metropolis,Jita,3000000,62000.15,2938000,97.93333,1,10,2938000
Domination Explosive Deflection Amplifier,Metropolis,Jita,5000000,5784417,784416.5,13.56086,1,24,784416.5
Dread Guristas Explosive Deflection Amplifier,Metropolis,Jita,3000000,373081,2626919,87.56396,1,14,2626919
Domination Thermal Dissipation Amplifier,Metropolis,Jita,1.999998E+07,3588080,1.64119E+07,82.05959,1,10,1.64119E+07
Dread Guristas Thermal Dissipation Amplifier,Metropolis,Jita,3410000,604062.4,2805938,82.28556,1,17,2805938
Domination Kinetic Deflection Amplifier,Metropolis,Jita,2000000,1074037,925962.6,46.29813,2,15,1851925
Dread Guristas Kinetic Deflection Amplifier,Metropolis,Jita,4800000,421310.3,4378690,91.22269,3,14,1.313607E+07
Domination EM Ward Amplifier,Metropolis,Jita,3.9E+07,1.690899E+07,2.209101E+07,56.64363,1,30,2.209101E+07
Dread Guristas EM Ward Amplifier,Metropolis,Jita,2.25E+07,1.005548E+07,1.244452E+07,55.30899,1,27,1.244452E+07
Domination Shield Boost Amplifier,Metropolis,Jita,10000,5.441763E+07,5.440763E+07,99.98162,1,12,5.440763E+07
Dread Guristas Shield Boost Amplifier,Metropolis,Jita,8.89E+07,5.461256E+07,3.428744E+07,38.56855,1,41,3.428744E+07
Shadow Serpentis Adaptive Nano Plating,Metropolis,Jita,2500000,100000.1,2400000,96,1,8,2400000
Shadow Serpentis Kinetic Plating,Metropolis,Jita,1,11743.04,11742.04,99.99149,2,7,23484.08
Shadow Serpentis Explosive Plating,Metropolis,Jita,1,11750.07,11749.07,99.99149,1,12,11749.07
Shadow Serpentis EM Plating,Metropolis,Jita,1,6005.15,6004.15,99.98335,1,2,6004.15
Shadow Serpentis Thermal Plating,Metropolis,Jita,400000,16075.37,383924.6,95.98116,1,10,383924.6
Shadow Serpentis Armor EM Hardener,Metropolis,Jita,1.188E+07,2266666,9613334,80.92032,1,15,9613334
Shadow Serpentis Armor Explosive Hardener,Metropolis,Jita,1.5E+07,4419649,1.058035E+07,70.53568,1,51,1.058035E+07
Shadow Serpentis Armor Kinetic Hardener,Metropolis,Jita,1.399999E+07,5143185,8856802,63.26294,1,88,8856802
Shadow Serpentis Armor Thermal Hardener,Metropolis,Jita,1.5E+07,4461095,1.053891E+07,70.25937,1,48,1.053891E+07
Shadow Serpentis Large Armor Repairer,Metropolis,Jita,8.349998E+07,1.645741E+07,6.704257E+07,80.29053,1,7,6.704257E+07
Shadow Serpentis Medium Armor Repairer,Metropolis,Jita,7E+07,3.185999E+07,3.814001E+07,54.48573,1,5,3.814001E+07
Shadow Serpentis Small Armor Repairer,Metropolis,Jita,1.7E+07,1.270201E+07,4297994,25.28232,1,5,4297994
Dark Blood Energized Adaptive Nano Membrane,Metropolis,Jita,8E+07,6.012419E+07,1.987581E+07,24.84476,1,66,1.987581E+07
True Sansha Energized Adaptive Nano Membrane,Metropolis,Jita,7.989911E+07,5.991981E+07,1.99793E+07,25.00566,2,70,3.99586E+07
Shadow Serpentis Energized Adaptive Nano Membrane,Metropolis,Jita,1.767003E+07,2.145284E+07,3782814,17.63316,3,45,1.134844E+07
Dark Blood Energized Kinetic Membrane,Metropolis,Jita,1900000,528003.5,1371996,72.21033,6,203,8231976
True Sansha Energized Kinetic Membrane,Metropolis,Jita,5900000,71431.65,5828569,98.7893,1,20,5828569
Shadow Serpentis Energized Kinetic Membrane,Metropolis,Jita,1000000,57057.48,942942.5,94.29425,1,17,942942.5
Dark Blood Energized Explosive Membrane,Metropolis,Jita,5000000,777776.9,4222223,84.44446,1,246,4222223
True Sansha Energized Explosive Membrane,Metropolis,Jita,1500000,304740.8,1195259,79.68395,1,65,1195259
Shadow Serpentis Energized Explosive Membrane,Metropolis,Jita,700000,10903.21,689096.8,98.4424,1,12,689096.8
Dark Blood Energized EM Membrane,Metropolis,Jita,9.99,99191.71,99181.72,99.98993,1,61,99181.72
True Sansha Energized EM Membrane,Metropolis,Jita,1,61331.2,61330.2,99.99837,1,23,61330.2
Shadow Serpentis Energized EM Membrane,Metropolis,Jita,280000,11084.75,268915.3,96.04116,1,6,268915.3
Dark Blood Energized Thermal Membrane,Metropolis,Jita,1999990,472537.5,1527452,76.373,7,65,1.069217E+07
True Sansha Energized Thermal Membrane,Metropolis,Jita,1700000,381640.3,1318360,77.55058,1,33,1318360
Shadow Serpentis Energized Thermal Membrane,Metropolis,Jita,1000000,46055,953945,95.3945,1,8,953945
Domination Tracking Enhancer,Metropolis,Jita,8.2998E+07,6.834492E+07,1.465308E+07,17.65474,1,26,1.465308E+07
