ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Bistot,Metropolis,Jita,940.22,2000,1059.78,52.989,97,789,23474.13,836166.4
Pyroxeres,Metropolis,Jita,19,42.85,23.85,55.65928,5944,2764809,7.710902E+07,6.594069E+07
Crokite,Metropolis,Jita,1161,2840,1679,59.11972,44,3597,107597.9,6039363
Jaspet,Metropolis,Jita,205.02,300.04,95.02,31.66911,259,23982,383829.6,2278770
Omber,Metropolis,Jita,70,78.15,8.150002,10.42866,184966,348631,2782347,2841343
Scordite,Metropolis,Jita,14.06,14.24,0.1799994,1.26404,1779593,4031662,3672830,725696.6
Gneiss,Metropolis,Jita,450.29,1050.7,600.4099,57.1438,9,2262,64858.21,1358127
Veldspar,Metropolis,Jita,12.55,12.31,0.2399998,1.912349,6182190,16081344,2.128782E+07,3859519
Hemorphite,Metropolis,Jita,165,1300,1135,87.30769,25,50783,2217965,5.76387E+07
Dark Ochre,Metropolis,Jita,388,4898.95,4510.95,92.07993,38,701,33977.5,3162176
Overdrive Injector System II,Metropolis,Jita,990725.8,631266,359459.8,36.28247,23,796,14839.53,2.8613E+08
'Basic' Reinforced Bulkheads,Metropolis,Jita,1.9999E+07,251620.3,1.974738E+07,98.74184,1,1,98.74184,1.974738E+07
'Basic' Nanofiber Internal Structure,Metropolis,Jita,1,349890,349889,99.99972,7,4,499.9986,2449223
Overdrive Injector System I,Metropolis,Jita,33346.15,7000.36,26345.79,79.007,13,200,8374.741,5269158
Capacitor Flux Coil I,Metropolis,Jita,0.01,34623.77,34623.76,99.99997,1,18,899.9998,623227.6
Capacitor Flux Coil II,Metropolis,Jita,914615.8,729633.3,184982.4,20.22515,13,709,7301.28,1.311526E+08
Shield Flux Coil I,Metropolis,Jita,50000,700.03,49299.97,98.59994,1,1,98.59994,49299.97
Shield Flux Coil II,Metropolis,Jita,1100,616893.9,615793.9,99.82169,4,26,1497.325,1.601064E+07
Basic Explosive Plating,Metropolis,Jita,10001,3700000,3689999,99.72971,1,4,199.4594,1.476E+07
Explosive Plating I,Metropolis,Jita,7500,9511,2011,21.14394,1,1,21.14394,2011
Explosive Plating II,Metropolis,Jita,198190,150005.7,48184.28,24.31217,2,150,1847.725,7227642
Layered Plating I,Metropolis,Jita,10000,112.03,9887.97,98.8797,1,1,98.8797,9887.97
Layered Plating II,Metropolis,Jita,239998.8,226588,13410.78,5.587855,1,34,94.99353,455966.6
Basic Kinetic Plating,Metropolis,Jita,1.9989E+07,0.05,1.9989E+07,100,1,1,100,1.9989E+07
Kinetic Plating I,Metropolis,Jita,500,6996.66,6496.66,92.85374,1,1,92.85374,6496.66
Kinetic Plating II,Metropolis,Jita,949999,87000.88,862998.1,90.842,1,144,6540.624,1.242717E+08
Thermal Plating I,Metropolis,Jita,10000,200.7,9799.3,97.993,1,1,97.993,9799.3
Thermal Plating II,Metropolis,Jita,498999,25000,473999,94.98997,1,117,5604.408,5.545788E+07
Basic Adaptive Nano Plating,Metropolis,Jita,2.9E+07,7890000,2.111E+07,72.79311,1,1,72.79311,2.111E+07
Adaptive Nano Plating I,Metropolis,Jita,19999.99,7120.73,12879.26,64.39633,7,50,1803.097,643963
Adaptive Nano Plating II,Metropolis,Jita,322581.5,222146.6,100434.9,31.13473,22,1433,22634.95,1.439232E+08
'Basic' Expanded Cargohold,Metropolis,Jita,1.099899E+07,44002.14,1.095499E+07,99.59995,3,2,199.1999,3.286496E+07
Expanded Cargohold I,Metropolis,Jita,3722.52,999.35,2723.17,73.15394,48,1166,44404.44,3175216
Expanded Cargohold II,Metropolis,Jita,399978.3,374994.6,24983.72,6.246269,155,3106,10181.42,7.759943E+07
Reinforced Bulkheads I,Metropolis,Jita,44990,6446.73,38543.27,85.67075,2,22,1028.049,847951.9
Reinforced Bulkheads II,Metropolis,Jita,542449.1,309000.3,233448.8,43.03608,11,858,18677.66,2.002991E+08
Basic Reactor Control Unit,Metropolis,Jita,1400000,2397940,997940,41.61655,1,2,41.61655,1995880
Reactor Control Unit I,Metropolis,Jita,51875,11983.26,39891.74,76.89974,8,65,2768.391,2592963
Reactor Control Unit II,Metropolis,Jita,806246.9,647999.8,158247.1,19.62763,8,522,5201.321,8.2605E+07
'Basic' Inertial Stabilizers,Metropolis,Jita,6500000,4439978,2060022,31.69265,1,2,31.69265,4120044
Inertial Stabilizers I,Metropolis,Jita,42222.22,11998.27,30223.95,71.58305,18,321,12097.54,9701888
Inertial Stabilizers II,Metropolis,Jita,497994.3,499999.8,2005.531,0.4011064,138,5433,1117.081,1.089605E+07
'Basic' Shield Power Relay,Metropolis,Jita,1.5E+07,6496970,8503030,56.68687,1,2,56.68687,1.700606E+07
Shield Power Relay II,Metropolis,Jita,653985.4,606888.9,47096.5,7.20146,16,655,2412.489,3.084821E+07
Auto Targeting System II,Metropolis,Jita,2999999,1070000,1929999,64.33332,1,117,3795.666,2.258099E+08
Capacitor Power Relay I,Metropolis,Jita,13400.05,13136.68,263.3701,1.965441,3,58,58.96324,15275.47
Capacitor Power Relay II,Metropolis,Jita,1026691,669844.9,356845.8,34.75689,23,1719,30273.25,6.134179E+08
'Basic' Power Diagnostic System,Metropolis,Jita,1E+07,3100000,6900001,69.00001,1,2,69.00001,1.38E+07
Power Diagnostic System I,Metropolis,Jita,14999.99,6999.09,8000.9,53.33937,2,547,14614.99,4376493
Power Diagnostic System II,Metropolis,Jita,999963.1,941997.9,57965.19,5.796733,14,1260,3692.519,7.303614E+07
Small Proton Smartbomb I,Metropolis,Jita,74000,31390.48,42609.52,57.58043,2,2,115.1609,85219.04
Small Proton Smartbomb II,Metropolis,Jita,10000,389913.8,379913.8,97.43533,1,14,682.0474,5318793
Small Graviton Smartbomb I,Metropolis,Jita,90000,20125.5,69874.5,77.63834,1,2,77.63834,139749
Small Graviton Smartbomb II,Metropolis,Jita,749999,494995,255004,34.00058,13,5,306.0052,3315053
Small Plasma Smartbomb I,Metropolis,Jita,22904.15,299997.9,277093.8,92.36523,2,1,92.36523,554187.5
Small Plasma Smartbomb II,Metropolis,Jita,929998.9,1448127,518128.1,35.77919,20,52,1288.051,2.694266E+07
Small EMP Smartbomb I,Metropolis,Jita,110000,210970,100970,47.85989,5,23,670.0385,2322310
Small EMP Smartbomb II,Metropolis,Jita,1390000,89104.21,1300896,93.58962,1,15,748.717,1.951344E+07
Basic EM Ward Amplifier,Metropolis,Jita,2670000,9.4E+07,9.133E+07,97.15958,1,2,97.15958,1.8266E+08
Basic Thermal Dissipation Amplifier,Metropolis,Jita,450000,5.699997E+07,5.654997E+07,99.21053,1,1,99.21053,5.654997E+07
Basic Kinetic Deflection Amplifier,Metropolis,Jita,2.2E+07,4.408687E+07,2.208687E+07,50.09852,1,1,50.09852,2.208687E+07
Basic Explosive Deflection Amplifier,Metropolis,Jita,2E+07,10002.04,1.999E+07,99.94999,1,1,99.94999,1.999E+07
EM Ward Amplifier I,Metropolis,Jita,36658.89,30749.98,5908.91,16.11863,9,108,934.8804,638162.3
Scourge Auto-Targeting Light Missile I,Metropolis,Jita,12.9,13.52,0.6200008,4.585805,2692,2484835,5703655,1540600
Nova Auto-Targeting Light Missile I,Metropolis,Jita,13,4.99,8.01,61.61539,15800,55344,2191783,443305.4
Inferno Auto-Targeting Light Missile I,Metropolis,Jita,8,6.3,1.7,21.25,3306,88086,971039.9,149746.2
Scourge Auto-Targeting Heavy Missile I,Metropolis,Jita,1,61.97,60.97,98.38631,100,195099,9602406,1.189519E+07
Mjolnir Auto-Targeting Heavy Missile I,Metropolis,Jita,1,59.69,58.69,98.32468,1346,225914,1.117263E+07,1.325889E+07
Nova Auto-Targeting Heavy Missile I,Metropolis,Jita,1,9.65,8.65,89.63731,570,87960,3967795,760853.9
Inferno Auto-Targeting Heavy Missile I,Metropolis,Jita,1,99.77,98.77,98.9977,300,193712,9603370,1.913293E+07
Scourge Auto-Targeting Cruise Missile I,Metropolis,Jita,200,142.39,57.61,28.805,6300,109244,1664123,6293547
Mjolnir Auto-Targeting Cruise Missile I,Metropolis,Jita,289.99,194.34,95.64999,32.98389,20200,204781,3710358,1.95873E+07
Nova Auto-Targeting Cruise Missile I,Metropolis,Jita,114,136.47,22.47,16.46516,300,48440,401255.9,1088447
Inferno Auto-Targeting Cruise Missile I,Metropolis,Jita,76.72,142.4,65.67999,46.12359,1841,88901,2092674,5839017
Ship Scanner II,Metropolis,Jita,2266729,842994,1423735,62.8101,4,201,6406.631,2.861706E+08
Rapid Light Missile Launcher I,Metropolis,Jita,23222.16,22000,1222.16,5.262905,4,1721,4536.624,2103338
Rapid Light Missile Launcher II,Metropolis,Jita,1178662,1149959,28702.38,2.435167,30,3320,4078.904,9.529189E+07
'Basic' Heat Sink,Metropolis,Jita,4E+07,5000015,3.499998E+07,87.49996,1,1,87.49996,3.499998E+07
Bestower,Metropolis,Jita,1068717,943480.3,125236.9,11.71844,4,50,316.3978,6261847
Magnetometric ECM I,Metropolis,Jita,0.01,4775.53,4775.52,99.99979,1,34,1699.996,162367.7
'Basic' Signal Amplifier,Metropolis,Jita,299990,194799.2,105190.8,35.06477,1,10,175.3238,1051908
'Basic' Tracking Enhancer,Metropolis,Jita,25000,2999998,2974998,99.16666,2,1,99.16666,5949996
Sensor Booster II,Metropolis,Jita,1244999,1339000,94001.13,7.020248,16,1754,6212.92,1.64878E+08
Gravimetric ECM I,Metropolis,Jita,0.01,9065.64,9065.63,99.99989,1,28,1399.999,253837.6
Radar ECM I,Metropolis,Jita,0.01,3285.1,3285.09,99.99969,1,35,1799.995,114978.2
Multispectral ECM I,Metropolis,Jita,0.01,20034.51,20034.5,99.99995,1,15,799.9996,300517.5
Ladar ECM I,Metropolis,Jita,0.01,3315.05,3315.04,99.99969,1,35,1799.995,116026.4
Remote Sensor Booster I,Metropolis,Jita,295200,14134.44,281065.5,95.21191,1,8,380.8477,2248524
Remote Sensor Booster II,Metropolis,Jita,498399.8,1174556,676155.7,57.56694,10,87,2763.213,5.882554E+07
Remote Sensor Dampener I,Metropolis,Jita,0.01,83127.4,83127.39,99.99999,1,5,300,415636.9
Remote Sensor Dampener II,Metropolis,Jita,837549.9,1899994,1062444,55.91828,2,218,6151.011,2.316127E+08
Sensor Booster I,Metropolis,Jita,27424.99,22999,4425.99,16.13853,3,403,3276.122,1783674
Tracking Computer I,Metropolis,Jita,32011.47,32151.1,139.6289,0.4342897,15,78,19.97733,10891.05
Tracking Computer II,Metropolis,Jita,1910992,1359890,551102.4,28.83854,8,654,9545.559,3.60421E+08
Signal Amplifier I,Metropolis,Jita,14000,4597.57,9402.43,67.16021,3,19,738.7623,178646.2
Signal Amplifier II,Metropolis,Jita,1319996,997997.9,321998.3,24.39388,1,254,3098.023,8.178757E+07
Tracking Enhancer I,Metropolis,Jita,39999.99,20306.14,19693.85,49.23463,5,75,1969.385,1477039
Tracking Enhancer II,Metropolis,Jita,759034.9,834989,75954.06,9.096415,22,873,4066.097,6.63079E+07
Cynosural Suppression,Metropolis,Jita,4.5E+08,2.0905E+08,2.4095E+08,53.54445,1,2,53.54445,4.819E+08
Omen,Metropolis,Jita,7500000,6561092,938908.5,12.51878,1,22,137.7066,2.065599E+07
Cynosural Navigation,Metropolis,Jita,2.5E+08,1.6E+08,9E+07,36,1,1,36,9E+07
Supercapital Construction Facilities,Metropolis,Jita,3.25E+08,3E+08,2.5E+07,7.692307,1,1,7.692307,2.5E+07
Medium Cap Battery I,Metropolis,Jita,60090,47927.98,12162.02,20.23967,13,35,485.7522,425670.7
Large Cap Battery I,Metropolis,Jita,220000,198089.3,21910.72,9.959418,139,71,1045.739,3045590
Medium Capacitor Booster II,Metropolis,Jita,813998,1049997,235999,22.47616,2,311,3506.281,7.339569E+07
Pirate Detection Array 1,Metropolis,Jita,2.49E+08,1E+08,1.49E+08,59.83936,1,1,59.83936,1.49E+08
Pirate Detection Array 2,Metropolis,Jita,1.62E+08,1.7E+08,8000000,4.705883,1,1,4.705883,8000000
Pirate Detection Array 3,Metropolis,Jita,4.45E+08,3E+08,1.45E+08,32.58427,2,1,32.58427,2.9E+08
Pirate Detection Array 4,Metropolis,Jita,3.5E+08,3.59E+08,9000000,2.506964,1,1,2.506964,9000000
Pirate Detection Array 5,Metropolis,Jita,4E+08,4.66E+08,6.6E+07,14.16309,1,1,14.16309,6.6E+07
Entrapment Array 1,Metropolis,Jita,5.5E+08,1.489E+08,4.011E+08,72.92727,1,1,72.92727,4.011E+08
Cap Recharger II,Metropolis,Jita,506577.1,591999.9,85422.78,14.42953,40,1489,11024.16,1.271945E+08
Entrapment Array 2,Metropolis,Jita,4.75E+08,2.8E+08,1.95E+08,41.05263,2,1,41.05263,3.9E+08
Entrapment Array 3,Metropolis,Jita,4.5E+08,4.9E+08,4E+07,8.163265,1,1,8.163265,4E+07
Cargo Scanner II,Metropolis,Jita,1700000,949899.2,750100.7,44.12357,3,221,4941.84,1.657723E+08
Ore Prospecting Array 1,Metropolis,Jita,2.51E+08,7.300006E+07,1.779999E+08,70.91631,1,2,70.91631,3.559999E+08
Ore Prospecting Array 2,Metropolis,Jita,1.697778E+08,8.875246E+07,8.102531E+07,47.72433,1,4,95.44867,3.241012E+08
Ore Prospecting Array 3,Metropolis,Jita,2.697778E+08,1.598449E+08,1.099329E+08,40.74943,1,4,81.49886,4.397316E+08
Ore Prospecting Array 4,Metropolis,Jita,2.35E+08,2.490396E+08,1.403957E+07,5.637485,1,2,5.637485,2.807914E+07
Ore Prospecting Array 5,Metropolis,Jita,320000,3.114995E+08,3.111795E+08,99.89727,1,2,99.89727,6.22359E+08
Damage Control I,Metropolis,Jita,8182.48,5199.98,2982.5,36.44983,45,2377,44140.74,7089403
Damage Control II,Metropolis,Jita,486999.8,433495.9,53503.94,10.98644,124,5372,30190.73,2.874232E+08
Gistum C-Type Adaptive Invulnerability Field,Metropolis,Jita,3.2E+08,3.209098E+08,909760,0.283494,1,33,4.819398,3.002208E+07
Survey Networks 1,Metropolis,Jita,4E+07,9.90077E+07,5.90077E+07,59.5991,1,1,59.5991,5.90077E+07
Survey Networks 2,Metropolis,Jita,1.75E+08,1.88E+08,1.3E+07,6.914894,1,1,6.914894,1.3E+07
Quantum Flux Generator 1,Metropolis,Jita,2E+08,1.66E+08,3.4E+07,17,1,2,17,6.8E+07
Microorganisms,Metropolis,Jita,0.24,1.31,1.07,81.67939,3216,8062514,3.29402E+08,8626889
Zephyr,Metropolis,Jita,8.8E+07,4E+07,4.8E+07,54.54545,1,2,54.54545,9.599999E+07
Genolution Core Augmentation CA-1,Metropolis,Jita,1.92E+08,1.866216E+08,5378432,2.801267,5,30,47.62153,1.61353E+08
Remote Tracking Computer I,Metropolis,Jita,45000,8053.67,36946.33,82.10295,1,6,246.3089,221678
Remote Tracking Computer II,Metropolis,Jita,750000,835423.4,85423.38,10.22516,2,7,40.90064,597963.6
Tracking Disruptor I,Metropolis,Jita,67999.99,300.15,67699.84,99.5586,2,3,199.1172,203099.5
Tracking Disruptor II,Metropolis,Jita,1799890,1799994,104,0.005777797,2,193,0.5604463,20072
Burst Jammer II,Metropolis,Jita,1800001,1949988,149987.4,7.691706,5,193,761.4789,2.894756E+07
Crucifier,Metropolis,Jita,319997,295749.9,24247.13,7.577298,2,111,424.3287,2691431
Infiltrator I,Metropolis,Jita,12682.65,15010.69,2328.04,15.50921,22,1091,8623.123,2539892
Infiltrator II,Metropolis,Jita,1042061,958823.1,83237.69,7.987796,53,2450,9992.732,2.039323E+08
Guristas Nova XL Cruise Missile,Metropolis,Jita,18499.99,10036.5,8463.49,45.74862,2000,5000,160120.2,4.231745E+07
Guristas Scourge XL Cruise Missile,Metropolis,Jita,19999.99,8999.98,11000.01,55.00008,1000,10402,313555.4,1.144221E+08
Guristas Inferno XL Cruise Missile,Metropolis,Jita,19999.99,17999.98,2000.01,10.00005,1000,10015,55070.29,2.00301E+07
Hammerhead I,Metropolis,Jita,17415.96,17390,25.96094,0.149064,42,12310,920.6196,319579.1
Hammerhead II,Metropolis,Jita,974998.9,914864.7,60134.19,6.167616,156,4433,14148.51,2.665748E+08
Guristas Mjolnir XL Cruise Missile,Metropolis,Jita,29999.99,26510.01,3489.98,11.63327,1000,7000,46533.09,2.442986E+07
Praetor I,Metropolis,Jita,44959.36,83353.97,38394.61,46.06213,10,1416,32842.3,5.436677E+07
Praetor II,Metropolis,Jita,1837086,1728992,108093.6,5.883974,20,1681,5001.377,1.817054E+08
Acolyte I,Metropolis,Jita,0.01,758.51,758.5,99.99868,114,2923,151798,2217096
Acolyte II,Metropolis,Jita,404372.6,389768.8,14603.81,3.611474,97,8202,14984.01,1.197805E+08
Temperate Command Center,Metropolis,Jita,81000,98994.98,17994.98,18.17767,12,117,1163.371,2105412
Base Metals,Metropolis,Jita,0.42,2.23,1.81,81.16592,5310382,13738679,7.730673E+08,2.486701E+07
Aqueous Liquids,Metropolis,Jita,1.18,2,0.8200001,41,510967,15759280,3.335401E+08,1.292261E+07
Noble Metals,Metropolis,Jita,2.59,5.41,2.82,52.12569,460,8242058,2.148235E+08,2.32426E+07
Heavy Metals,Metropolis,Jita,1.31,3.07,1.76,57.32899,100000,29585580,8.509222E+08,5.207062E+07
Adaptive Invulnerability Field II,Metropolis,Jita,2463261,2559999,96737.75,3.77882,84,3663,7077.729,3.543504E+08
Planktic Colonies,Metropolis,Jita,0.41,4.9,4.49,91.63266,122181,2226521,1.076089E+08,9997080
Complex Organisms,Metropolis,Jita,0.65,4.83,4.18,86.54244,2923614,1341240,1.845454E+08,1.222071E+07
Carbon Compounds,Metropolis,Jita,1,0.88,0.12,12,4165338,5520300,5.811383E+07,662436
Explosive Deflection Field I,Metropolis,Jita,126550,69066.7,57483.29,45.42339,1,16,363.3871,919732.6
Kinetic Deflection Field I,Metropolis,Jita,68989,93424.33,24435.33,26.15521,1,24,313.8625,586447.9
EM Ward Field I,Metropolis,Jita,99549.82,86609.18,12940.64,12.99916,7,46,337.9781,595269.5
Thermal Dissipation Field I,Metropolis,Jita,100000,118999.9,18999.87,15.96629,2,471,3768.045,8948937
Explosive Deflection Field II,Metropolis,Jita,1934648,2012481,77833,3.867515,10,49,112.1579,3813817
Kinetic Deflection Field II,Metropolis,Jita,1230427,1750955,520527.4,29.7282,7,351,5321.349,1.827051E+08
EM Ward Field II,Metropolis,Jita,1886388,2049000,162612.3,7.936177,16,539,2198.321,8.7648E+07
Thermal Dissipation Field II,Metropolis,Jita,1318202,1701201,382999.5,22.51347,12,442,5110.559,1.692858E+08
Autotrophs,Metropolis,Jita,1.08,4.06,2.98,73.39902,976439,1361000,8.578282E+07,4055780
Non-CS Crystals,Metropolis,Jita,1.3,5.88,4.58,77.89115,1296826,1217766,9.793223E+07,5939463
Felsic Magma,Metropolis,Jita,0.52,5.18,4.66,89.96139,194241,3545697,1.68225E+08,1.652295E+07
Suspended Plasma,Metropolis,Jita,2.99,2.45,0.54,18.0602,1334838,12300000,1.23124E+08,6642000
Ionic Solutions,Metropolis,Jita,0.86,5.58,4.72,84.58781,2826827,5824716,3.659075E+08,2.749266E+07
Noble Gas,Metropolis,Jita,0.27,1.69,1.42,84.02367,114903,16664241,7.049227E+08,2.366322E+07
Reactive Gas,Metropolis,Jita,1.01,4.36,3.35,76.83486,71989,2199999,8.728394E+07,7369997
Supertensile Plastics,Metropolis,Jita,1400,11700.24,10300.24,88.03443,1395,272449,1.205385E+07,2.80629E+09
Oxides,Metropolis,Jita,4815.13,5139.97,324.8403,6.319888,2960,103752,337203.9,3.370284E+07
Test Cultures,Metropolis,Jita,4001.3,6700,2698.7,40.2791,6284,37611,884005.4,1.015008E+08
Polyaramids,Metropolis,Jita,6700.79,14199.59,7498.8,52.80997,2270,109473,2950546,8.209161E+08
Microfiber Shielding,Metropolis,Jita,9800,16000.01,6200.01,38.75004,4065,191809,3795063,1.189218E+09
Water-Cooled CPU,Metropolis,Jita,12999,12232.27,766.7305,5.89838,18640,381615,1180425,2.925958E+08
Biocells,Metropolis,Jita,6502,8600.01,2098.01,24.39544,2670,222339,2744584,4.664694E+08
Shield Power Relay I,Metropolis,Jita,49713.42,19980.89,29732.53,59.80785,10,243,7535.79,7225005
Survey Scanner II,Metropolis,Jita,2025694,867959,1157735,57.15252,22,341,10344.61,3.947877E+08
Passive Targeter II,Metropolis,Jita,179002,1102092,923089.6,83.75797,1,11,502.5479,1.015399E+07
Condensates,Metropolis,Jita,37800,56349.82,18549.82,32.91904,3357,13210,272668.4,2.450431E+08
Camera Drones,Metropolis,Jita,70000,75555.01,5555.008,7.35227,315,1802,7778.701,1.001012E+07
Synthetic Synapses,Metropolis,Jita,88799.89,83125.83,5674.063,6.389718,2181,35115,119155.5,1.992447E+08
Gel-Matrix Biopaste,Metropolis,Jita,90710.54,114499.7,23789.16,20.77662,469,30052,317051.2,7.149119E+08
Supercomputers,Metropolis,Jita,82500.05,119450,36949.91,30.93338,68,17559,272615.9,6.488034E+08
Smartfab Units,Metropolis,Jita,65230.01,87400.01,22170,25.36613,1191,13363,184589.3,2.962577E+08
Nuclear Reactors,Metropolis,Jita,51110.03,96999.17,45889.14,47.3088,6,1944,46126.07,8.920849E+07
Neocoms,Metropolis,Jita,50000.19,65000,14999.81,23.07663,168,2025,25291.98,3.037461E+07
Small Hull Repairer II,Metropolis,Jita,849999.9,279511.9,570488,67.11624,1,6,201.3487,3422928
Biotech Research Reports,Metropolis,Jita,119000,129978.4,10978.35,8.446292,100,8894,37982.98,9.764146E+07
Industrial Explosives,Metropolis,Jita,45000,73112,28112,38.4506,663,4980,108469.1,1.399978E+08
Hermetic Membranes,Metropolis,Jita,65000.91,93897.99,28897.08,30.77497,1412,4835,96110.24,1.397174E+08
Heat Sink I,Metropolis,Jita,39749.99,37999.81,1750.18,4.402969,154,108,576.7889,269527.7
Heat Sink II,Metropolis,Jita,995327.6,1049979,54651.38,5.204997,17,1200,3164.638,6.558165E+07
Hazmat Detection Systems,Metropolis,Jita,118000,110871,7129,6.041525,476,1917,7225.665,1.366629E+07
Cryoprotectant Solution,Metropolis,Jita,112000,102900,9100.023,8.125021,537,20673,86165.84,1.881248E+08
Plasmoids,Metropolis,Jita,1600,582.99,1017.01,63.56313,63297,1337378,4.451561E+07,1.360127E+09
Electrolytes,Metropolis,Jita,0.01,660.15,660.14,99.99848,8880,1450204,7.29531E+07,9.573377E+08
Oxidizing Compound,Metropolis,Jita,590.11,668.69,78.58002,11.75134,28760,676570,4144285,5.316488E+07
Bacteria,Metropolis,Jita,0.01,302.94,302.93,99.9967,18192,895067,4.566139E+07,2.711426E+08
Proteins,Metropolis,Jita,711.1,898.4,187.3,20.84818,146385,232921,3953920,4.362612E+07
Biofuels,Metropolis,Jita,0.01,232.91,232.9,99.99571,7980,695460,3.517049E+07,1.619726E+08
Industrial Fibers,Metropolis,Jita,690,839.98,149.98,17.85518,20660,561580,5198002,8.422576E+07
Reactive Metals,Metropolis,Jita,385.34,477.4,92.06,19.28362,24520,3134269,3.045643E+07,2.885408E+08
Precious Metals,Metropolis,Jita,620.13,957.67,337.54,35.24596,180671,913069,1.927496E+07,3.081973E+08
Toxic Metals,Metropolis,Jita,350.58,472.74,122.16,25.84084,39040,2159443,2.840531E+07,2.637976E+08
Chiral Structures,Metropolis,Jita,999,1049.47,50.46997,4.809092,2380,1622220,3906425,8.187339E+07
Advanced Planetology,Metropolis,Jita,1E+07,8721976,1278024,12.78024,1,9,63.9012,1.150222E+07
Light Missile Launcher II,Metropolis,Jita,1026916,1029996,3080.125,0.2990423,26,1392,212.021,4287534
Planetology,Metropolis,Jita,1000000,934165.9,65834.13,6.583413,5,12,52.6673,790009.5
Heavy Missile Launcher II,Metropolis,Jita,1103000,1024000,78999.81,7.162269,34,1476,5407.513,1.166037E+08
Torpedo Launcher II,Metropolis,Jita,4999995,4489987,510008,10.20017,3,623,3192.653,3.17735E+08
Wasp II,Metropolis,Jita,1991623,1893951,97672.38,4.90416,24,1157,2893.454,1.130069E+08
Ogre I,Metropolis,Jita,22315.38,28796.91,6481.529,22.50772,13,1673,18974.01,1.08436E+07
Ogre II,Metropolis,Jita,1899246,1515498,383748.8,20.20532,64,1817,18993,6.972715E+08
Hobgoblin I,Metropolis,Jita,4344,5499.99,1155.99,21.01804,117,13756,145781.1,1.59018E+07
Hobgoblin II,Metropolis,Jita,388000,374924.7,13075.31,3.369926,367,6640,11804.85,8.682007E+07
Nanites,Metropolis,Jita,5460,6900.06,1440.06,20.87025,3312,126331,1352831,1.819242E+08
Hornet I,Metropolis,Jita,3504.44,2900,604.4399,17.24783,52,3242,28407.18,1959594
Hornet II,Metropolis,Jita,421494.7,379797.9,41696.72,9.892586,49,2438,12296.48,1.016566E+08
Berserker I,Metropolis,Jita,19910,48899.6,28989.6,59.28392,10,1728,51517.73,5.009403E+07
Berserker II,Metropolis,Jita,2020131,1610000,410131.3,20.30221,21,986,10212.01,4.043894E+08
Warrior I,Metropolis,Jita,6997.42,4200,2797.42,39.97788,332,7973,165988.2,2.230383E+07
Warrior II,Metropolis,Jita,429500,398999.4,30500.63,7.101426,196,8515,30926.71,2.597128E+08
Interplanetary Consolidation,Metropolis,Jita,500000,514277.6,14277.63,2.776248,4,15,24.98624,214164.4
Command Center Upgrades,Metropolis,Jita,500000,492695,7305,1.461,4,45,35.064,328725
Mjolnir Torpedo,Metropolis,Jita,96,191,95,49.73822,100,79110,1969882,7515450
Nova Torpedo,Metropolis,Jita,114.01,320.98,206.97,64.48065,100,241979,7804674,5.008239E+07
Inferno Torpedo,Metropolis,Jita,264,236.03,27.97,10.5947,7052,127078,710533.4,3554372
Mjolnir Rocket,Metropolis,Jita,3.8,4.53,0.7300003,16.1148,2500,3661990,2.952625E+07,2673254
Inferno Rocket,Metropolis,Jita,5,4.32,0.6799998,13.6,16100,3620456,2.472857E+07,2461910
Nova Rocket,Metropolis,Jita,3.5,4.98,1.48,29.71888,1711,9062665,1.346915E+08,1.341274E+07
Barren Command Center,Metropolis,Jita,193294.1,99998.95,93295.17,48.26591,17,187,4923.123,1.74462E+07
Oceanic Command Center,Metropolis,Jita,16200.01,95384.76,79184.75,83.01614,15,69,3486.678,5463748
Explosive Deflection Amplifier I,Metropolis,Jita,51499.98,20150.57,31349.41,60.87267,2,5,182.618,156747
Explosive Deflection Amplifier II,Metropolis,Jita,1184598,702347.4,482250.9,40.71008,5,60,1302.723,2.893505E+07
Ice Command Center,Metropolis,Jita,81000,88383.31,7383.313,8.353741,1,70,292.3809,516831.9
Gas Command Center,Metropolis,Jita,75209.54,120000,44790.43,37.32537,21,190,3919.164,8510182
Thermal Dissipation Amplifier I,Metropolis,Jita,30000,37999.99,7999.988,21.05261,4,144,1557.893,1151998
Thermal Dissipation Amplifier II,Metropolis,Jita,935000.9,999998,64997.13,6.499725,10,393,1306.445,2.554387E+07
Kinetic Deflection Amplifier I,Metropolis,Jita,29999.78,26353.31,3646.469,12.15499,2,20,133.7048,72929.38
Kinetic Deflection Amplifier II,Metropolis,Jita,1340443,801755.7,538687.3,40.18726,4,99,2049.55,5.333004E+07
Lava Command Center,Metropolis,Jita,81000,124999,43998.98,35.19947,14,161,3062.354,7083835
Storm Command Center,Metropolis,Jita,48000.11,99995.99,51995.88,51.99797,6,114,3119.878,5927531
Plasma Command Center,Metropolis,Jita,73250,99995.99,26745.99,26.74706,4,141,1925.789,3771185
EM Ward Amplifier II,Metropolis,Jita,1083331,999998.9,83332.25,7.692224,18,1006,3938.418,8.383224E+07
Ladar ECM II,Metropolis,Jita,1341667,1150000,191666.5,14.2857,3,135,985.7135,2.587498E+07
Magnetometric ECM II,Metropolis,Jita,2145000,1300356,844643.5,39.37733,8,137,2835.167,1.157162E+08
