ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Large Salvage Tackle II,Metropolis,Jita,"295,000,000.00","229,000,000.00","66,000,000.00",22.37,1.00,2.00,"66,000,000.00"
Capital S95a Scoped Remote Shield Booster Blueprint,Metropolis,Jita,"49,000,000.00","115,000,000.00","66,000,000.00",57.39,1.00,1.00,"66,000,000.00"
Precursor Frigate,Metropolis,Jita,"37,000,000.00","20,500,140.00","16,499,860.00",44.59,4.00,279.00,"65,999,460.00"
Caldari Drone Specialization,Metropolis,Jita,"23,990,330.00","2,000,000.00","21,990,330.00",91.66,3.00,145.00,"65,970,980.00"
Republic Fleet Shield Boost Amplifier,Metropolis,Jita,"89,900,000.00","24,000,670.00","65,899,330.00",73.30,1.00,2.00,"65,899,330.00"
Jump Bridge,Metropolis,Jita,"118,500.30","66,000,010.00","65,881,510.00",99.82,1.00,2.00,"65,881,510.00"
Legion Sunburst SKIN (Permanent),Metropolis,Jita,"270,000,000.00","204,500,000.00","65,500,000.00",24.26,1.00,2.00,"65,500,000.00"
Ammatar Navy Heavy Energy Nosferatu,Metropolis,Jita,"74,111,110.00","8,663,002.00","65,448,110.00",88.31,1.00,3.00,"65,448,110.00"
Dark Blood Capacitor Power Relay,Metropolis,Jita,"81,828,860.00","16,590,020.00","65,238,840.00",79.73,1.00,103.00,"65,238,840.00"
Gistum C-Type Adaptive Invulnerability Field,Metropolis,Jita,"348,000,000.00","315,408,100.00","32,591,900.00",9.37,2.00,36.00,"65,183,810.00"
Redeemer,Metropolis,Jita,"1,000,000,000.00","1,065,019,000.00","65,019,010.00",6.10,1.00,3.00,"65,019,010.00"
Ore Prospecting Array 2,Metropolis,Jita,"169,777,800.00","104,773,800.00","65,004,010.00",38.29,1.00,1.00,"65,004,010.00"
Women's 'Hover' Tights (opaque gray),Metropolis,Jita,"100,000,000.00","165,000,000.00","65,000,000.00",39.39,1.00,1.00,"65,000,000.00"
Republic Justice Department Silver Reward,Metropolis,Jita,"185,000,000.00","120,000,000.00","65,000,000.00",35.14,1.00,1.00,"65,000,000.00"
Porpoise Guristas Industrial Livery SKIN (Permanent),Metropolis,Jita,"70,000,000.00","5,000,015.00","64,999,980.00",92.86,1.00,1.00,"64,999,980.00"
Inherent Implants 'Lancer' Small Energy Turret SE-605,Metropolis,Jita,"215,100,000.00","150,124,800.00","64,975,200.00",30.21,1.00,5.00,"64,975,200.00"
Low-grade Jackal Epsilon,Metropolis,Jita,"20,555,560.00","52,998,000.00","32,442,440.00",61.21,2.00,1.00,"64,884,890.00"
Standup Cyclops I,Metropolis,Jita,"25,968,970.00","13,000,000.00","12,968,970.00",49.94,5.00,18.00,"64,844,840.00"
Emergent Neurovisual Interface,Metropolis,Jita,"30,000,000.00","23,520,000.00","6,480,000.00",21.60,10.00,10.00,"64,800,000.00"
Research Laboratory,Metropolis,Jita,"7,500,000.00","72,166,540.00","64,666,540.00",89.61,1.00,6.00,"64,666,540.00"
Shadow Serpentis Heavy Stasis Grappler,Metropolis,Jita,"150,000,000.00","85,543,570.00","64,456,430.00",42.97,1.00,14.00,"64,456,430.00"
Capital Core Defense Capacitor Safeguard I,Metropolis,Jita,"18,000,000.00","1,899,999.00","16,100,000.00",89.44,4.00,1.00,"64,400,000.00"
Heavy Veles Entropic Disintegrator,Metropolis,Jita,"36,783,330.00","42,149,060.00","5,365,724.00",12.73,12.00,74.00,"64,388,690.00"
Dread Guristas X-Large Shield Booster,Metropolis,Jita,"82,418,420.00","18,055,300.00","64,363,120.00",78.09,1.00,19.00,"64,363,120.00"
Large Ship Assembly Array,Metropolis,Jita,"109,000,000.00","45,000,000.00","64,000,000.00",58.72,1.00,1.00,"64,000,000.00"
50000MN Quad LiF Restrained Microwarpdrive Blueprint,Metropolis,Jita,"158,000,000.00","190,000,000.00","32,000,000.00",16.84,2.00,1.00,"64,000,000.00"
Vedmak,Metropolis,Jita,"95,000,710.00","158,900,900.00","63,900,230.00",40.21,1.00,89.00,"63,900,230.00"
Nighthawk Raata Sunset SKIN (Permanent),Metropolis,Jita,"286,101,100.00","350,000,000.00","63,898,910.00",18.26,1.00,1.00,"63,898,910.00"
'Inception' Target Painter,Metropolis,Jita,"100,000,000.00","36,222,200.00","63,777,800.00",63.78,1.00,2.00,"63,777,800.00"
'Marshall' Magnetometric ECM,Metropolis,Jita,"75,996,000.00","12,310,020.00","63,685,980.00",83.80,1.00,6.00,"63,685,980.00"
Capital Emergency Hull Energizer II,Metropolis,Jita,"133,800,000.00","101,966,500.00","31,833,460.00",23.79,2.00,7.00,"63,666,930.00"
Corpus C-Type Armor EM Hardener,Metropolis,Jita,"80,000,000.00","16,378,330.00","63,621,670.00",79.53,1.00,6.00,"63,621,670.00"
Imperial Navy Large Armor Repairer,Metropolis,Jita,"35,400,000.00","99,000,000.00","63,600,000.00",64.24,1.00,3.00,"63,600,000.00"
Dark Blood Large EMP Smartbomb,Metropolis,Jita,"210,000,000.00","146,642,400.00","63,357,620.00",30.17,1.00,21.00,"63,357,620.00"
Auto Targeting System II,Metropolis,Jita,"2,460,975.00","917,236.00","1,543,739.00",62.73,41.00,84.00,"63,293,300.00"
Corpus B-Type Armor Kinetic Hardener,Metropolis,Jita,"100,000,000.00","36,725,000.00","63,275,000.00",63.28,1.00,2.00,"63,275,000.00"
Claymore,Metropolis,Jita,"312,000,000.00","375,198,800.00","63,198,750.00",16.84,1.00,8.00,"63,198,750.00"
Guristas Nova XL Cruise Missile,Metropolis,Jita,"18,499.99","49,999.99","31,500.00",63.00,"2,000.00","6,502.00","63,000,000.00"
Maelstrom Dawn of Liberation SKIN (Permanent),Metropolis,Jita,"100,000,000.00","37,000,000.00","63,000,000.00",63.00,1.00,1.00,"63,000,000.00"
Ferrofluid,Metropolis,Jita,512.03,"53,008.73","52,496.70",99.03,"1,200.00",11.00,"62,996,040.00"
Malfunctioning Hull Section,Metropolis,Jita,"500,000.00","16,248,490.00","15,748,490.00",96.92,4.00,9.00,"62,993,940.00"
Capital Clarity Ward Enduring Shield Booster,Metropolis,Jita,"200,000,000.00","137,017,300.00","62,982,740.00",31.49,1.00,11.00,"62,982,740.00"
Mid-grade Asklepian Omega,Metropolis,Jita,"425,000,000.00","362,051,100.00","62,948,930.00",14.81,1.00,13.00,"62,948,930.00"
Capital Remote Capacitor Transmitter I Blueprint,Metropolis,Jita,"96,773,800.00","34,000,000.00","62,773,800.00",64.87,1.00,1.00,"62,773,800.00"
Eris,Metropolis,Jita,"89,997,980.00","58,700,090.00","31,297,880.00",34.78,2.00,1.00,"62,595,770.00"
'Distributor' Guidance Disruptor,Metropolis,Jita,"100,000,000.00","37,999,000.00","62,001,000.00",62.00,1.00,1.00,"62,001,000.00"
Garmur Glacial Drift SKIN (Permanent),Metropolis,Jita,"120,000,000.00","58,026,670.00","61,973,330.00",51.64,1.00,3.00,"61,973,330.00"
Poteque 'Prospector' Astrometric Rangefinding AR-810,Metropolis,Jita,"269,000,000.00","207,526,300.00","61,473,660.00",22.85,1.00,6.00,"61,473,660.00"
Genolution Core Augmentation CA-4,Metropolis,Jita,"166,000,300.00","227,391,300.00","61,391,020.00",27.00,1.00,34.00,"61,391,020.00"
Standup M-Set Asteroid Ore Grading Processor I,Metropolis,Jita,"753,999,000.00","692,962,800.00","61,036,220.00",8.10,1.00,8.00,"61,036,220.00"
Gravid Large Cap Battery Mutaplasmid,Metropolis,Jita,"110,000,000.00","48,965,430.00","61,034,570.00",55.49,1.00,45.00,"61,034,570.00"
Scorch Bomb Blueprint,Metropolis,Jita,"300,000,000.00","239,000,000.00","61,000,000.00",20.33,1.00,1.00,"61,000,000.00"
High-grade Talon Gamma,Metropolis,Jita,"55,999,000.00","116,950,000.00","60,951,000.00",52.12,1.00,1.00,"60,951,000.00"
Men's “Mirelle” Upwell Executive Spectacles,Metropolis,Jita,"180,000,000.00","119,073,500.00","60,926,500.00",33.85,1.00,2.00,"60,926,500.00"
Unstable 1MN Afterburner Mutaplasmid,Metropolis,Jita,"100,000.00","61,000,000.00","60,900,000.00",99.84,1.00,11.00,"60,900,000.00"
Megathron Navy Issue,Metropolis,Jita,"399,000,000.00","338,325,200.00","60,674,750.00",15.21,1.00,6.00,"60,674,750.00"
Coreli B-Type 5MN Microwarpdrive,Metropolis,Jita,"100,000,000.00","39,517,170.00","60,482,830.00",60.48,1.00,6.00,"60,482,830.00"
Arbitrator Blueprint,Metropolis,Jita,"150,000,000.00","89,700,000.00","60,300,000.00",40.20,1.00,5.00,"60,300,000.00"
True Sansha Medium Energy Neutralizer,Metropolis,Jita,"119,111,100.00","58,818,460.00","60,292,660.00",50.62,1.00,11.00,"60,292,660.00"
Compressed Glacial Mass,Metropolis,Jita,"196,000.00","215,250.00","19,249.98",8.94,"3,118.00","2,992.00","60,021,450.00"
Thorax Blueprint,Metropolis,Jita,"150,000,000.00","89,985,710.00","60,014,290.00",40.01,1.00,7.00,"60,014,290.00"
Women's 'Impress' Skirt (gray),Metropolis,Jita,"250,000,000.00","190,000,000.00","60,000,000.00",24.00,1.00,1.00,"60,000,000.00"
Women's 'Impress' Skirt (green/gold),Metropolis,Jita,"20,000,000.00","80,000,000.00","60,000,000.00",75.00,1.00,1.00,"60,000,000.00"
Republic Fleet X-Large Shield Booster,Metropolis,Jita,"300,000,000.00","240,000,000.00","60,000,000.00",20.00,1.00,1.00,"60,000,000.00"
Blood Standard XL,Metropolis,Jita,"30,000,000.00","50,000,000.00","20,000,000.00",40.00,3.00,3.00,"60,000,000.00"
Mid-grade Talisman Omega,Metropolis,Jita,"60,000,000.00","120,000,000.00","60,000,000.00",50.00,1.00,1.00,"60,000,000.00"
Apocalypse Khanid SKIN (Permanent),Metropolis,Jita,"150,000,000.00","90,000,000.00","60,000,000.00",40.00,1.00,1.00,"60,000,000.00"
Men's ‘Defender’ Beret (Gallente Federation),Metropolis,Jita,1.00,"30,000,000.00","30,000,000.00",100.00,2.00,1.00,"59,999,990.00"
'Cartel' Power Diagnostic System I,Metropolis,Jita,"90,000,000.00","30,050,000.00","59,950,000.00",66.61,1.00,4.00,"59,950,000.00"
Corpum B-Type Energized EM Membrane,Metropolis,Jita,"33,000,000.00","3,103,002.00","29,897,000.00",90.60,2.00,2.00,"59,794,000.00"
Standup Moon Drill I,Metropolis,Jita,"170,000,000.00","110,265,600.00","59,734,450.00",35.14,1.00,47.00,"59,734,450.00"
Capital Ancillary Shield Booster,Metropolis,Jita,"83,759,360.00","53,894,960.00","29,864,400.00",35.65,2.00,83.00,"59,728,790.00"
Bowhead Minmatar Industrial Livery SKIN (Permanent),Metropolis,Jita,"90,000,000.00","30,300,300.00","59,699,700.00",66.33,1.00,1.00,"59,699,700.00"
High-grade Ascendancy Epsilon,Metropolis,Jita,"801,010,000.00","860,696,900.00","59,686,910.00",6.93,1.00,10.00,"59,686,910.00"
Harbinger Navy Issue,Metropolis,Jita,"268,900,000.00","209,214,900.00","59,685,060.00",22.20,1.00,4.00,"59,685,060.00"
Women's 'Sanctity' Dress (olive/gold),Metropolis,Jita,"80,000,000.00","20,333,330.00","59,666,670.00",74.58,1.00,3.00,"59,666,670.00"
Caldari Navy Large Shield Extender,Metropolis,Jita,"42,600,000.00","32,699,990.00","9,900,010.00",23.24,6.00,453.00,"59,400,060.00"
Optimized Nano-Engines,Metropolis,Jita,"200,000.10","1,098,998.00","898,997.90",81.80,66.00,16.00,"59,333,860.00"
Large Warhead Rigor Catalyst II,Metropolis,Jita,"99,099,990.00","39,781,620.00","59,318,370.00",59.86,1.00,24.00,"59,318,370.00"
Contaminated Lorentz Fluid,Metropolis,Jita,"307,000.00","328,002.00","21,002.00",6.40,"2,817.00","129,089.00","59,162,630.00"
Standup Cloning Center I,Metropolis,Jita,"266,000,000.00","206,936,800.00","59,063,230.00",22.20,1.00,35.00,"59,063,230.00"
Corpum C-Type Medium Energy Neutralizer,Metropolis,Jita,"88,900,000.00","29,855,540.00","59,044,460.00",66.42,1.00,32.00,"59,044,460.00"
Tempest Blueprint,Metropolis,Jita,"1,055,000,000.00","1,114,000,000.00","59,000,000.00",5.30,1.00,1.00,"59,000,000.00"
Vexor Headhunter SKIN (Permanent),Metropolis,Jita,"3,500,000.00","62,499,990.00","58,999,990.00",94.40,1.00,1.00,"58,999,990.00"
Enforcer SARO 'Black Troop' SKIN (Permanent),Metropolis,Jita,"350,000,000.00","291,005,000.00","58,995,010.00",16.86,1.00,2.00,"58,995,010.00"
Capsule YC119 Capsuleer Day SKIN (Permanent),Metropolis,Jita,"64,000,000.00","5,007,138.00","58,992,860.00",92.18,1.00,16.00,"58,992,860.00"
Core A-Type Armor EM Hardener,Metropolis,Jita,"100,000,000.00","41,087,890.00","58,912,110.00",58.91,1.00,7.00,"58,912,110.00"
Gist C-Type X-Large Shield Booster,Metropolis,Jita,"255,000,000.00","313,833,400.00","58,833,380.00",18.75,1.00,2.00,"58,833,380.00"
Thanatos Glacial Drift SKIN (Permanent),Metropolis,Jita,"25,000,000.00","83,800,000.00","58,800,000.00",70.17,1.00,1.00,"58,800,000.00"
Clone Soldier Transporter Tag,Metropolis,Jita,"32,692,740.00","30,800,000.00","1,892,744.00",5.79,31.00,108.00,"58,675,060.00"
Astarte,Metropolis,Jita,"355,000,000.00","296,345,800.00","58,654,180.00",16.52,1.00,8.00,"58,654,180.00"
Augoror Blueprint,Metropolis,Jita,"150,000,000.00","91,500,000.00","58,500,000.00",39.00,1.00,5.00,"58,500,000.00"
Omen Blueprint,Metropolis,Jita,"150,000,000.00","91,583,340.00","58,416,660.00",38.94,1.00,6.00,"58,416,660.00"
Thukker Large Cap Battery,Metropolis,Jita,"99,400,000.00","70,200,000.00","29,200,000.00",29.38,2.00,348.00,"58,400,000.00"
Eifyr and Co. 'Rogue' Warp Drive Speed WS-615,Metropolis,Jita,"260,000,000.00","201,693,500.00","58,306,510.00",22.43,1.00,21.00,"58,306,510.00"
Triple Neutron Blaster Cannon I,Metropolis,Jita,"6,686,548.00","64,969,560.00","58,283,020.00",89.71,1.00,6.00,"58,283,020.00"
Corpum A-Type Energized EM Membrane,Metropolis,Jita,"69,000,000.00","10,826,520.00","58,173,480.00",84.31,1.00,23.00,"58,173,480.00"
Javelin XL,Metropolis,Jita,500.00,"4,996.15","4,496.15",89.99,"12,936.00","29,595.00","58,162,200.00"
XV Anniversary Gift Box (Omega),Metropolis,Jita,"190,000,000.00","131,964,100.00","58,035,940.00",30.55,1.00,7.00,"58,035,940.00"
Amarr Dreadnought,Metropolis,Jita,"218,000,000.00","159,999,100.00","58,000,860.00",26.61,1.00,7.00,"58,000,860.00"
Corpii B-Type Small Armor Repairer,Metropolis,Jita,"128,000,000.00","70,000,000.00","58,000,000.00",45.31,1.00,4.00,"58,000,000.00"
Corpii C-Type Small Armor Repairer,Metropolis,Jita,"60,000,000.00","118,000,000.00","57,999,950.00",49.15,1.00,2.00,"57,999,950.00"
Zainou 'Gnome' Shield Upgrades SU-605,Metropolis,Jita,"100,000,000.00","42,000,110.00","57,999,890.00",58.00,1.00,2.00,"57,999,890.00"
Mid-grade Talisman Beta,Metropolis,Jita,"69,996,000.00","12,062,500.00","57,933,500.00",82.77,1.00,8.00,"57,933,500.00"
Tengu Core - Electronic Efficiency Gate,Metropolis,Jita,"75,000,000.00","17,078,760.00","57,921,240.00",77.23,1.00,55.00,"57,921,240.00"
Centum C-Type Energized Adaptive Nano Membrane,Metropolis,Jita,"60,000,000.00","117,846,600.00","57,846,580.00",49.09,1.00,48.00,"57,846,580.00"
Tornado,Metropolis,Jita,"49,584,030.00","64,000,000.00","14,415,970.00",22.52,4.00,130.00,"57,663,870.00"
Robotics,Metropolis,Jita,"94,101.00","100,450.00","6,349.00",6.32,"9,081.00","339,810.00","57,655,270.00"
Caldari Freighter,Metropolis,Jita,"110,900,000.00","82,086,170.00","28,813,830.00",25.98,2.00,29.00,"57,627,660.00"
Medium Rocket Fuel Cache Partition II,Metropolis,Jita,"29,344,980.00","10,142,360.00","19,202,630.00",65.44,3.00,37.00,"57,607,880.00"
Centus B-Type Armor EM Hardener,Metropolis,Jita,"90,000,000.00","32,471,670.00","57,528,330.00",63.92,1.00,12.00,"57,528,330.00"
Large Nanobot Accelerator II,Metropolis,Jita,"229,999,000.00","172,876,300.00","57,122,690.00",24.84,1.00,2.00,"57,122,690.00"
Medium Core Defense Field Extender II,Metropolis,Jita,"33,230,320.00","30,060,000.00","3,170,324.00",9.54,18.00,"1,143.00","57,065,830.00"
Structure Construction Parts,Metropolis,Jita,"95,000,000.00","37,999,990.00","57,000,010.00",60.00,1.00,7.00,"57,000,010.00"
Charon Glacial Drift SKIN (Permanent),Metropolis,Jita,"25,000,000.00","82,000,000.00","57,000,000.00",69.51,1.00,2.00,"57,000,000.00"
Women's 'Strut' Pants (black),Metropolis,Jita,"20,000,000.00","11,870,000.00","8,130,000.00",40.65,7.00,2.00,"56,910,000.00"
Men's 'Street' Shirt (black),Metropolis,Jita,"30,000,000.00","86,889,900.00","56,889,900.00",65.47,1.00,1.00,"56,889,900.00"
Mid-grade Slave Delta,Metropolis,Jita,"41,599,000.00","98,403,740.00","56,804,740.00",57.73,1.00,12.00,"56,804,740.00"
Ample Gallium Quad 800mm Repeating Cannon,Metropolis,Jita,"89,000,000.00","107,900,000.00","18,900,000.00",17.52,3.00,3.00,"56,700,000.00"
Nighthawk,Metropolis,Jita,"270,000,000.00","326,667,300.00","56,667,260.00",17.35,1.00,3.00,"56,667,260.00"
Scourge Javelin XL Torpedo,Metropolis,Jita,"5,300.00","9,999.99","4,699.99",47.00,"12,051.00","2,000.00","56,639,580.00"
Large Drone Durability Enhancer II,Metropolis,Jita,"185,499,000.00","128,997,000.00","56,502,020.00",30.46,1.00,2.00,"56,502,020.00"
Men's SARO 'Black Troop' Combat Suit,Metropolis,Jita,"380,000,000.00","436,250,000.00","56,249,980.00",12.89,1.00,4.00,"56,249,980.00"
C3-FTM Acid,Metropolis,Jita,"65,000.00","121,068.00","56,068.00",46.31,"1,002.00","42,591.00","56,180,140.00"
Large Dynamic Fuel Valve I,Metropolis,Jita,"20,000,000.00","1,277,500.00","18,722,500.00",93.61,3.00,2.00,"56,167,500.00"
Procurer Lodestrike SKIN (Permanent),Metropolis,Jita,"10,000,000.00","66,066,070.00","56,066,070.00",84.86,1.00,1.00,"56,066,070.00"
Large Hybrid Collision Accelerator II,Metropolis,Jita,"59,999,990.00","4,000,000.00","55,999,990.00",93.33,1.00,2.00,"55,999,990.00"
Dominix Navy Issue,Metropolis,Jita,"419,989,000.00","363,998,900.00","55,990,080.00",13.33,1.00,2.00,"55,990,080.00"
Proteus Defensive - Nanobot Injector,Metropolis,Jita,"59,145,630.00","31,160,960.00","27,984,670.00",47.31,2.00,13.00,"55,969,340.00"
Centum A-Type Medium Remote Armor Repairer,Metropolis,Jita,"150,000,000.00","94,069,940.00","55,930,060.00",37.29,1.00,46.00,"55,930,060.00"
Standup XL Energy Neutralizer I,Metropolis,Jita,"117,000,000.00","61,213,300.00","55,786,700.00",47.68,1.00,8.00,"55,786,700.00"
Rupture Headhunter SKIN (Permanent),Metropolis,Jita,"5,100,000.00","32,988,990.00","27,888,990.00",84.54,2.00,1.00,"55,777,980.00"
Standup Heavy Missile,Metropolis,Jita,"19,999.88","8,845.60","11,154.28",55.77,"5,000.00","98,178.00","55,771,410.00"
Republic Fleet Dual 425mm Autocannon,Metropolis,Jita,"63,101,100.00","7,500,000.00","55,601,100.00",88.11,1.00,1.00,"55,601,100.00"
Stratios Crystal Blast SKIN (Permanent),Metropolis,Jita,"70,000,000.00","125,556,800.00","55,556,820.00",44.25,1.00,2.00,"55,556,820.00"
'Bailey' 1600mm Steel Plates,Metropolis,Jita,"155,555,600.00","99,999,990.00","55,555,560.00",35.71,1.00,13.00,"55,555,560.00"
Skiff Guristas Industrial Livery SKIN (Permanent),Metropolis,Jita,"200,000,000.00","255,550,500.00","55,550,540.00",21.74,1.00,1.00,"55,550,540.00"
True Sansha Medium EMP Smartbomb,Metropolis,Jita,"45,000,000.00","72,768,060.00","27,768,060.00",38.16,2.00,47.00,"55,536,130.00"
Orca,Metropolis,Jita,"589,997,400.00","596,925,600.00","6,928,192.00",1.16,8.00,65.00,"55,425,540.00"
Gistum A-Type 10MN Afterburner,Metropolis,Jita,"380,000,000.00","435,279,300.00","55,279,330.00",12.70,1.00,13.00,"55,279,330.00"
Syndicate 1600mm Steel Plates,Metropolis,Jita,"134,000,000.00","106,403,600.00","27,596,380.00",20.59,2.00,33.00,"55,192,770.00"
Clone Vat Bay I,Metropolis,Jita,"81,899,990.00","26,728,670.00","55,171,320.00",67.36,1.00,3.00,"55,171,320.00"
Large Targeting System Subcontroller II,Metropolis,Jita,"95,000,000.00","39,994,610.00","55,005,390.00",57.90,1.00,3.00,"55,005,390.00"
Spacetime Singularity Firework,Metropolis,Jita,"2,000,000.00","899,924.90","1,100,075.00",55.00,50.00,20.00,"55,003,750.00"
50MN Digital Booster Microwarpdrive,Metropolis,Jita,"350,000,000.00","294,998,200.00","55,001,790.00",15.71,1.00,4.00,"55,001,790.00"
Survey Networks 1,Metropolis,Jita,"40,000,000.00","95,000,000.00","55,000,000.00",57.89,1.00,1.00,"55,000,000.00"
Men's 'Hephaestus' Shoes (desert),Metropolis,Jita,"1,000,000.00","56,000,000.00","55,000,000.00",98.21,1.00,1.00,"55,000,000.00"
Mackinaw Amarr Industrial Livery SKIN (Permanent),Metropolis,Jita,"15,000,000.00","70,000,000.00","55,000,000.00",78.57,1.00,1.00,"55,000,000.00"
Orca Minmatar Industrial Livery SKIN (Permanent),Metropolis,Jita,"150,000,000.00","95,000,000.00","55,000,000.00",36.67,1.00,1.00,"55,000,000.00"
Arms Race Battleship Assembler,Metropolis,Jita,"85,000,000.00","140,000,000.00","55,000,000.00",39.29,1.00,1.00,"55,000,000.00"
Caldari Navy Shield Power Relay,Metropolis,Jita,"35,000,000.00","24,001,000.00","10,999,000.00",31.43,5.00,297.00,"54,995,000.00"
Clone Soldier Recruiter Tag,Metropolis,Jita,"12,000,000.00","2,836,889.00","9,163,110.00",76.36,6.00,50.00,"54,978,660.00"
Titanium Chromide Reaction Formula,Metropolis,Jita,"10,000,000.00","5,776,364.00","4,223,636.00",42.24,13.00,72.00,"54,907,270.00"
Light Entropic Disintegrator II,Metropolis,Jita,"104,900,000.00","49,999,890.00","54,900,110.00",52.34,1.00,183.00,"54,900,110.00"
Inherent Implants 'Highwall' Mining Upgrades MU-1005,Metropolis,Jita,"90,000,000.00","144,770,000.00","54,770,000.00",37.83,1.00,1.00,"54,770,000.00"
Zainou 'Gypsy' Signature Analysis SA-703,Metropolis,Jita,"75,000,000.00","20,365,250.00","54,634,750.00",72.85,1.00,12.00,"54,634,750.00"
ORE Ice Harvester,Metropolis,Jita,"225,000,000.00","170,500,000.00","54,500,000.00",24.22,1.00,3.00,"54,500,000.00"
Small Intact Hull Section,Metropolis,Jita,"8,000,036.00","62,428,630.00","54,428,600.00",87.19,1.00,7.00,"54,428,600.00"
Large Cap Battery II,Metropolis,Jita,"5,203,107.00","2,184,099.00","3,019,008.00",58.02,18.00,743.00,"54,342,140.00"
Proteus Propulsion - Interdiction Nullifier,Metropolis,Jita,"1,799,999.00","28,938,880.00","27,138,880.00",93.78,2.00,31.00,"54,277,760.00"
Zainou 'Gnome' Shield Operation SP-905,Metropolis,Jita,"193,000,000.00","138,734,600.00","54,265,420.00",28.12,1.00,38.00,"54,265,420.00"
Centus B-Type Armor Thermal Hardener,Metropolis,Jita,"42,000,000.00","96,209,850.00","54,209,850.00",56.35,1.00,2.00,"54,209,850.00"
Pithum C-Type Medium Shield Booster,Metropolis,Jita,"68,128,580.00","71,998,960.00","3,870,384.00",5.38,14.00,252.00,"54,185,380.00"
Corelum B-Type Energized Thermal Membrane,Metropolis,Jita,"45,000,000.00","17,999,600.00","27,000,400.00",60.00,2.00,5.00,"54,000,800.00"
Pith X-Type Shield Boost Amplifier,Metropolis,Jita,"165,000,000.00","218,999,000.00","53,999,010.00",24.66,1.00,117.00,"53,999,010.00"
Republic Fleet Large Shield Booster,Metropolis,Jita,"100,000,000.00","46,200,010.00","53,799,990.00",53.80,1.00,2.00,"53,799,990.00"
Kernite,Metropolis,Jita,299.52,190.00,109.52,36.57,"490,700.00","2,158,202.00","53,741,460.00"
Gist X-Type 500MN Microwarpdrive,Metropolis,Jita,"224,000,000.00","170,272,000.00","53,728,050.00",23.99,1.00,97.00,"53,728,050.00"
Pith B-Type Shield Boost Amplifier,Metropolis,Jita,"148,000,000.00","94,350,450.00","53,649,550.00",36.25,1.00,6.00,"53,649,550.00"
Eagle,Metropolis,Jita,"333,879,000.00","280,233,300.00","53,645,660.00",16.07,1.00,143.00,"53,645,660.00"
Fenrir Glacial Drift SKIN (Permanent),Metropolis,Jita,"70,000,000.00","16,500,000.00","53,500,000.00",76.43,1.00,1.00,"53,500,000.00"
Stiletto,Metropolis,Jita,"32,428,570.00","28,637,990.00","3,790,578.00",11.69,14.00,319.00,"53,068,090.00"
Zainou 'Beancounter' Research RR-605,Metropolis,Jita,"199,000,000.00","146,000,000.00","53,000,000.00",26.63,1.00,4.00,"53,000,000.00"
"Oracle ""Blaze"" Squadron SKIN (Permanent)",Metropolis,Jita,"206,000,000.00","258,999,900.00","52,999,870.00",20.46,1.00,1.00,"52,999,870.00"
Zainou 'Snapshot' Heavy Assault Missiles AM-705,Metropolis,Jita,"89,900,000.00","142,788,600.00","52,888,610.00",37.04,1.00,14.00,"52,888,610.00"
Loki,Metropolis,Jita,"244,777,800.00","218,397,000.00","26,380,800.00",10.78,2.00,139.00,"52,761,600.00"
Zephyr,Metropolis,Jita,"20,300,000.00","72,944,440.00","52,644,440.00",72.17,1.00,18.00,"52,644,440.00"
Naga Luminaire Zenith SKIN (Permanent),Metropolis,Jita,"75,000,000.00","22,600,000.00","52,400,000.00",69.87,1.00,3.00,"52,400,000.00"
Zarmazd,Metropolis,Jita,"399,998,500.00","373,803,900.00","26,194,620.00",6.55,2.00,18.00,"52,389,250.00"
Dread Guristas Dual 150mm Railgun,Metropolis,Jita,"14,999,900.00","1,904,662.00","13,095,240.00",87.30,4.00,5.00,"52,380,950.00"
Inherent Implants 'Squire' Energy Grid Upgrades EU-705,Metropolis,Jita,"235,000,000.00","183,000,000.00","52,000,000.00",22.13,1.00,1.00,"52,000,000.00"
Dark Blood Small Energy Nosferatu,Metropolis,Jita,"75,000,000.00","23,037,210.00","51,962,790.00",69.28,1.00,8.00,"51,962,790.00"
'Basic' Overdrive Injector System,Metropolis,Jita,"2,898,000.00","17,009.13","2,880,991.00",99.41,18.00,1.00,"51,857,830.00"
Corpum B-Type Energized Explosive Membrane,Metropolis,Jita,"78,900,000.00","27,125,000.00","51,775,000.00",65.62,1.00,8.00,"51,775,000.00"
Caldari Navy Adaptive Invulnerability Field,Metropolis,Jita,"378,495,000.00","404,296,300.00","25,801,250.00",6.38,2.00,3.00,"51,602,500.00"
Archon,Metropolis,Jita,"888,900,000.00","940,000,000.00","51,100,030.00",5.44,1.00,1.00,"51,100,030.00"
Minmatar Encounter Surveillance System,Metropolis,Jita,"25,000,000.00","42,028,650.00","17,028,650.00",40.52,3.00,6.00,"51,085,940.00"
Large Rocket Fuel Cache Partition II,Metropolis,Jita,"95,000,000.00","43,976,940.00","51,023,060.00",53.71,1.00,6.00,"51,023,060.00"
Men's 'Esquire' Coat (matte green),Metropolis,Jita,"10,000,000.00","1,500,001.00","8,499,999.00",85.00,6.00,1.00,"50,999,990.00"
Zainou 'Gnome' Shield Management SM-705,Metropolis,Jita,"185,000,000.00","134,022,500.00","50,977,480.00",27.56,1.00,24.00,"50,977,480.00"
